time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 18:38:08 2024,0,69,[Range],29.800,-1.600,-39.960,-0.360,1,b4w,36.000
Sun Mar 24 18:38:22 2024,0,62,[Range],69.700,-2.200,-44.640,0.000,1,b4w,3.000
Sun Mar 24 18:38:25 2024,0,62,[Range],29.900,-2.900,-43.920,-0.720,1,b4w,5.000
Sun Mar 24 18:38:46 2024,0,60,[Range],69.000,0.900,-87.840,-0.720,0,b4w,30.000
Sun Mar 24 18:38:47 2024,0,60,[Range],29.600,0.300,-87.840,0.000,1,b4w,41.000
Sun Mar 24 18:39:18 2024,0,48,[Range],69.400,2.400,-99.720,-0.360,0,b4w,3.000
Sun Mar 24 18:39:19 2024,0,48,[Range],29.300,-0.200,-100.440,-6.120,1,b4w,6.000
Sun Mar 24 18:39:23 2024,0,64,[Range],29.600,-2.100,-54.360,-1.080,1,b4w,26.000
Sun Mar 24 18:39:23 2024,0,58,[Range],69.500,2.400,-83.880,-1.440,0,b4w,7.000
Sun Mar 24 18:39:25 2024,0,58,[Range],29.600,0.500,-81.720,-2.520,0,b4w,37.000
Sun Mar 24 18:39:49 2024,0,59,[Range],69.700,-0.100,-74.880,0.000,1,b4w,7.000
Sun Mar 24 18:39:50 2024,0,108,[Range],29.300,1.300,-94.320,-3.240,0,b4w,7.000
Sun Mar 24 18:39:51 2024,0,59,[Range],29.200,-2.000,-75.240,-2.160,1,b4w,9.000
Sun Mar 24 18:39:53 2024,0,78,[Range],69.100,-0.600,-67.680,-0.720,1,b4w,5.000
Sun Mar 24 18:39:54 2024,0,63,[Range],69.600,2.400,-90.000,-2.880,0,b4w,6.000
Sun Mar 24 18:39:55 2024,0,78,[Range],29.500,-2.200,-68.040,-1.800,1,b4w,18.000
Sun Mar 24 18:39:56 2024,0,63,[Range],29.900,1.200,-89.280,-2.160,0,b4w,6.000
