Tue Mar 19 22:14:26 2024,0,246,[Range],49.700,-1.100,-68.400,-2.160,1,b4w,44.000
Tue Mar 19 22:14:27 2024,0,7,[Range],49.400,-2.300,-65.880,0.000,1,b4w,21.000
Tue Mar 19 22:14:30 2024,0,0,[Range],49.700,1.700,-68.760,-2.160,0,b4w,53.000
Tue Mar 19 22:14:31 2024,0,9,[Range],49.500,0.100,-71.280,-1.440,1,b4w,40.000
Tue Mar 19 22:14:45 2024,0,3,[Range],49.500,-1.300,-45.720,-1.800,1,b4w,8.000
Tue Mar 19 22:14:47 2024,0,4,[Range],49.900,-2.600,-28.440,0.720,1,b4w,24.000
Tue Mar 19 22:14:48 2024,0,12,[Range],49.200,1.800,-66.960,-2.160,0,b4w,56.000
Tue Mar 19 22:15:13 2024,0,11,[Range],49.900,1.000,-82.080,-1.080,0,b4w,8.000
Tue Mar 19 22:15:15 2024,0,6,[Range],49.400,0.700,-82.440,-1.440,0,b4w,7.000
Tue Mar 19 22:16:00 2024,0,14,[Range],49.700,-0.600,-78.840,-1.080,1,b4w,12.000
Tue Mar 19 22:16:39 2024,0,15,[Range],48.600,1.500,-105.840,-5.400,0,b4w,15.000
Tue Mar 19 22:17:39 2024,0,13,[Range],49.900,-1.500,-32.760,0.000,1,b4w,25.000
Tue Mar 19 22:19:33 2024,0,16,[Range],49.800,-4.400,-45.360,0.000,1,b4w,3.000
Tue Mar 19 22:19:43 2024,0,20,[Range],49.700,-2.700,-53.280,0.000,1,b4w,0.000
Tue Mar 19 22:20:20 2024,0,18,[Range],49.100,-1.400,-67.320,0.000,1,b4w,3.000
Tue Mar 19 22:20:44 2024,0,17,[Range],49.200,0.000,-56.880,1.440,1,b4w,25.000
Tue Mar 19 22:20:54 2024,0,25,[Range],48.700,2.100,-96.120,-1.440,0,b4w,12.000
Tue Mar 19 22:21:11 2024,0,27,[Range],49.500,-1.200,-34.560,-1.440,1,b4w,23.000
Tue Mar 19 22:21:27 2024,0,24,[Range],49.900,-1.200,-60.840,-4.320,1,b4w,50.000
Tue Mar 19 22:21:48 2024,0,33,[Range],49.600,1.100,-52.560,-1.800,0,b4w,23.000
Tue Mar 19 22:22:11 2024,0,41,[Range],49.300,1.700,-76.680,-3.960,0,b4w,21.000
Tue Mar 19 22:22:11 2024,0,31,[Range],49.700,0.700,-76.680,0.000,0,b4w,7.000
Tue Mar 19 22:22:51 2024,0,28,[Range],49.400,1.500,-57.600,-3.240,0,b4w,43.000
Tue Mar 19 22:22:52 2024,0,34,[Range],49.700,2.200,-57.600,0.000,0,b4w,8.000
Tue Mar 19 22:22:52 2024,0,38,[Range],49.700,2.400,-57.240,0.000,0,b4w,11.000
Tue Mar 19 22:23:16 2024,0,36,[Range],49.800,-0.900,-51.120,-1.800,1,b4w,54.000
Tue Mar 19 22:23:16 2024,0,47,[Range],49.800,-1.900,-52.200,0.000,1,b4w,17.000
Tue Mar 19 22:23:19 2024,0,37,[Range],49.400,0.700,-98.280,-1.800,0,b4w,7.000
Tue Mar 19 22:23:40 2024,0,40,[Range],49.200,1.300,-54.720,-2.880,0,b4w,23.000
Tue Mar 19 22:23:57 2024,0,50,[Range],49.600,-1.200,-28.080,-0.360,1,b4w,23.000
Tue Mar 19 22:24:01 2024,0,49,[Range],49.900,1.300,-63.000,-3.240,0,b4w,22.000
Tue Mar 19 22:24:02 2024,0,56,[Range],49.500,1.000,-64.800,0.000,0,b4w,1.000
Tue Mar 19 22:24:20 2024,0,63,[Range],50.900,-3.500,75.600,0.000,1,b4w,1.000
Tue Mar 19 22:24:35 2024,0,54,[Range],49.200,1.400,-78.840,-1.800,0,b4w,40.000
Tue Mar 19 22:24:35 2024,0,52,[Range],49.600,1.100,-80.640,0.000,0,b4w,2.000
Tue Mar 19 22:24:56 2024,0,60,[Range],49.400,-2.400,-55.800,0.000,1,b4w,6.000
Tue Mar 19 22:24:59 2024,0,66,[Range],49.600,-1.300,-58.320,0.000,1,b4w,5.000
Tue Mar 19 22:25:05 2024,0,61,[Range],49.600,-2.500,-45.000,0.000,1,b4w,8.000
Tue Mar 19 22:27:57 2024,0,43,[Range],48.900,-0.200,-76.320,-3.240,1,b4w,5.000
Tue Mar 19 22:29:00 2024,0,68,[Range],49.300,1.400,-50.400,-0.720,0,b4w,24.000
Tue Mar 19 22:29:18 2024,0,73,[Range],49.600,-1.100,-54.360,-2.160,1,b4w,16.000
Tue Mar 19 22:29:26 2024,0,71,[Range],49.300,1.100,-52.560,-1.800,0,b4w,24.000
Tue Mar 19 22:29:30 2024,0,70,[Range],49.600,-1.000,-46.800,-0.360,1,b4w,24.000
