time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 17 16:44:44 2024,0,120,[Range],69.700,-4.800,-25.200,-0.720,1,b4w,3.000
Sun Mar 17 16:45:32 2024,0,124,[Range],69.300,3.100,-73.800,0.000,0,b4w,5.000
Sun Mar 17 16:45:40 2024,0,126,[Range],69.600,0.100,-52.920,-0.360,1,b4w,4.000
Sun Mar 17 16:45:54 2024,0,121,[Range],69.300,-2.300,-45.360,0.000,1,b4w,3.000
Sun Mar 17 16:46:20 2024,0,127,[Range],69.400,-0.600,-74.880,0.000,1,b4w,46.000
Sun Mar 17 16:46:34 2024,0,132,[Range],69.200,0.000,-55.800,-0.720,1,b4w,51.000
Sun Mar 17 16:46:54 2024,0,129,[Range],69.200,2.900,-66.240,0.000,0,b4w,21.000
Sun Mar 17 16:47:08 2024,0,130,[Range],69.900,-0.600,-60.120,0.000,1,b4w,47.000
Sun Mar 17 16:47:12 2024,0,131,[Range],69.400,-1.200,-46.440,-1.440,1,b4w,22.000
Sun Mar 17 16:47:36 2024,0,138,[Range],69.800,-1.300,-56.880,0.000,1,b4w,4.000
Sun Mar 17 16:47:47 2024,0,134,[Range],69.600,-0.700,-44.280,-1.440,1,b4w,19.000
Sun Mar 17 16:48:29 2024,0,142,[Range],69.600,-1.700,-73.080,0.000,1,b4w,0.000
Sun Mar 17 16:48:35 2024,0,149,[Range],69.400,3.100,-48.240,-0.360,0,b4w,23.000
Sun Mar 17 16:48:38 2024,0,136,[Speed],77.000,0.400,-81.000,0.000,1,b4w,3.000
Sun Mar 17 16:48:38 2024,0,136,[Range],69.200,0.100,-81.360,0.000,1,b4w,4.000
Sun Mar 17 16:48:54 2024,0,144,[Range],69.800,-1.100,-43.560,-1.440,1,b4w,21.000
Sun Mar 17 16:49:31 2024,0,145,[Range],69.700,2.700,-78.480,-0.360,0,b4w,25.000
Sun Mar 17 16:49:37 2024,0,143,[Range],69.200,0.500,-64.440,-0.360,0,b4w,25.000
Sun Mar 17 16:49:38 2024,0,150,[Range],69.700,-4.100,-43.560,-1.080,1,b4w,7.000
Sun Mar 17 16:49:44 2024,0,140,[Range],69.800,-0.100,-60.480,-0.360,1,b4w,5.000
Sun Mar 17 16:50:16 2024,0,152,[Range],69.700,-4.700,-38.160,0.000,1,b4w,2.000
Sun Mar 17 16:50:21 2024,0,135,[Range],69.700,2.500,-75.240,0.000,0,b4w,4.000
Sun Mar 17 16:50:29 2024,0,155,[Range],69.700,-0.500,-48.960,-1.800,1,b4w,22.000
Sun Mar 17 16:50:30 2024,0,154,[Range],69.400,-1.600,-48.600,0.000,1,b4w,15.000
Sun Mar 17 16:50:56 2024,0,161,[Range],69.900,-0.100,-48.960,-1.440,1,b4w,16.000
Sun Mar 17 16:51:05 2024,0,170,[Range],69.600,-0.100,-56.880,0.000,1,b4w,17.000
Sun Mar 17 16:51:37 2024,0,158,[Range],69.800,-3.400,-67.680,0.000,1,b4w,3.000
Sun Mar 17 16:52:14 2024,0,167,[Range],69.700,2.700,-66.960,-0.720,0,b4w,6.000
Sun Mar 17 16:52:15 2024,0,157,[Range],69.600,-2.000,-45.720,-0.360,1,b4w,7.000
Sun Mar 17 16:52:30 2024,0,166,[Range],69.400,-0.900,-59.400,-0.360,1,b4w,3.000
Sun Mar 17 16:53:15 2024,0,159,[Range],69.200,2.300,-64.800,0.000,0,b4w,5.000
Sun Mar 17 16:53:26 2024,0,165,[Range],69.000,2.500,-71.640,-0.360,0,b4w,4.000
Sun Mar 17 16:54:55 2024,0,164,[Range],69.300,-1.100,-55.440,-1.440,1,b4w,23.000
Sun Mar 17 16:55:18 2024,0,163,[Range],69.800,-0.800,-50.040,-0.360,1,b4w,5.000
Sun Mar 17 16:55:33 2024,0,177,[Range],69.800,-1.200,-45.000,-0.360,1,b4w,51.000
Sun Mar 17 16:55:38 2024,0,173,[Range],69.600,-0.900,-56.520,0.000,1,b4w,4.000
Sun Mar 17 16:56:13 2024,0,178,[Range],69.900,-2.300,-56.880,0.000,1,b4w,2.000
Sun Mar 17 16:56:40 2024,0,174,[Range],69.800,-1.800,-57.240,0.000,1,b4w,4.000
Sun Mar 17 16:56:51 2024,0,169,[Range],69.400,0.200,-73.080,0.000,1,b4w,3.000
Sun Mar 17 16:56:54 2024,0,180,[Range],69.300,0.300,-69.840,-0.360,1,b4w,16.000
Sun Mar 17 16:56:59 2024,0,181,[Range],69.800,2.500,-68.400,-0.360,0,b4w,4.000
Sun Mar 17 16:57:06 2024,0,179,[Range],69.500,-0.700,-47.880,-1.800,1,b4w,23.000
Sun Mar 17 16:57:20 2024,0,186,[Range],69.200,-0.800,-52.200,-1.080,1,b4w,3.000
Sun Mar 17 16:57:21 2024,0,188,[Range],69.800,3.100,-76.320,0.000,0,b4w,6.000
Sun Mar 17 16:58:43 2024,0,193,[Range],69.700,-1.700,-49.680,-0.360,1,b4w,6.000
Sun Mar 17 16:58:51 2024,0,195,[Range],69.500,-1.200,-35.640,-1.440,1,b4w,29.000
Sun Mar 17 16:59:19 2024,0,202,[Range],69.600,-0.600,-72.360,0.000,1,b4w,5.000
Sun Mar 17 17:00:55 2024,0,199,[Speed],85.100,-0.900,-81.720,0.000,1,undef,2.000
Sun Mar 17 17:00:56 2024,0,199,[Range],69.200,-1.100,-81.720,0.000,1,b4w,2.000
Sun Mar 17 17:01:10 2024,0,200,[Range],69.900,-1.200,-65.520,0.000,1,b4w,1.000
Sun Mar 17 17:01:20 2024,0,197,[Range],69.800,-1.300,-59.400,0.000,1,b4w,1.000
Sun Mar 17 17:02:04 2024,0,207,[Speed],46.700,-1.800,-81.360,0.000,1,b4w,5.000
Sun Mar 17 17:02:14 2024,0,205,[Range],69.600,0.300,-75.240,0.000,1,b4w,5.000
Sun Mar 17 17:02:36 2024,0,203,[Range],69.200,0.000,-79.920,0.000,1,b4w,4.000
Sun Mar 17 17:02:38 2024,0,203,[Speed],29.600,-1.000,-79.920,-0.360,1,b4w,28.000
Sun Mar 17 17:02:38 2024,0,203,[Speed],25.300,-1.200,-79.920,-1.080,1,b4w,29.000
Sun Mar 17 17:02:41 2024,0,204,[Range],69.100,2.400,-73.800,0.000,0,b4w,53.000
Sun Mar 17 17:03:01 2024,0,196,[Range],69.600,1.400,-61.200,0.000,0,b4w,0.000
Sun Mar 17 17:03:17 2024,0,206,[Range],69.800,-0.700,-42.840,-1.440,1,b4w,23.000
Sun Mar 17 17:03:41 2024,0,209,[Range],69.900,0.000,-45.720,-1.080,1,b4w,19.000
Sun Mar 17 17:03:47 2024,0,210,[Range],69.900,2.800,-56.520,-0.720,0,b4w,50.000
Sun Mar 17 17:04:49 2024,0,217,[Speed],71.700,-1.400,-82.800,0.000,1,b4w,6.000
Sun Mar 17 17:04:53 2024,0,214,[Speed],34.700,-1.100,-82.440,0.000,1,b4w,3.000
Sun Mar 17 17:05:15 2024,0,213,[Range],69.400,3.000,-61.560,-1.440,0,b4w,45.000
Sun Mar 17 17:05:26 2024,0,223,[Range],69.900,-1.800,-42.480,0.000,1,b4w,4.000
Sun Mar 17 17:06:21 2024,0,219,[Range],69.500,-0.400,-47.880,-1.800,1,b4w,43.000
Sun Mar 17 17:06:44 2024,0,222,[Range],69.600,3.100,-73.440,0.000,0,b4w,7.000
Sun Mar 17 17:07:41 2024,0,221,[Range],69.100,2.400,-81.720,0.000,0,b4w,8.000
Sun Mar 17 17:07:59 2024,0,218,[Range],69.900,2.600,-80.640,0.000,0,b4w,5.000
