time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 13:59:29 2024,0,86,[Range],49.900,1.000,-79.920,-2.520,0,b4w,8.000
Wed Mar 20 13:59:36 2024,0,87,[Range],49.600,-2.600,-42.840,0.000,1,b4w,1.000
Wed Mar 20 13:59:50 2024,0,88,[Range],49.200,-4.700,-53.280,0.000,1,b4w,1.000
Wed Mar 20 14:00:30 2024,0,89,[Range],49.700,-1.600,-31.320,0.000,1,b4w,23.000
Wed Mar 20 14:00:59 2024,0,90,[Range],49.800,-4.300,-47.160,0.000,1,b4w,6.000
Wed Mar 20 14:01:24 2024,0,92,[Range],49.900,-1.400,-57.240,0.000,1,b4w,5.000
Wed Mar 20 14:01:47 2024,0,94,[Range],49.700,-4.100,-38.160,-0.360,1,b4w,39.000
Wed Mar 20 14:02:27 2024,0,96,[Range],49.400,0.000,-85.320,-2.880,1,b4w,7.000
Wed Mar 20 14:02:47 2024,0,98,[Range],49.900,1.500,-68.760,-2.880,0,b4w,56.000
Wed Mar 20 14:02:53 2024,0,97,[Range],49.400,1.200,-104.040,-2.160,0,b4w,38.000
Wed Mar 20 14:03:11 2024,0,99,[Range],48.700,-0.100,-103.680,-3.240,1,b4w,7.000
