Tue Mar 19 21:08:00 2024,0,229,[Range],49.700,-1.400,-47.160,-1.080,1,b4w,23.000
Tue Mar 19 21:08:02 2024,0,230,[Range],49.700,-0.700,-50.760,-0.360,1,b4w,36.000
Tue Mar 19 21:08:06 2024,0,232,[Range],49.600,1.800,-44.280,-0.360,0,b4w,22.000
Tue Mar 19 21:08:29 2024,0,233,[Range],49.700,0.300,-78.120,-1.440,1,b4w,5.000
Tue Mar 19 21:08:37 2024,0,238,[Range],49.900,0.200,-44.280,-0.360,1,b4w,17.000
Tue Mar 19 21:08:49 2024,0,231,[Range],49.100,1.500,-86.760,-4.680,0,b4w,7.000
Tue Mar 19 21:09:11 2024,0,236,[Range],49.800,-1.000,-47.880,-1.440,1,b4w,6.000
Tue Mar 19 21:09:17 2024,0,239,[Range],49.600,-2.200,-39.240,-0.720,1,b4w,3.000
Tue Mar 19 21:09:50 2024,0,253,[Range],49.800,-1.400,-74.880,-2.520,1,b4w,10.000
Tue Mar 19 21:09:51 2024,0,249,[Range],49.400,1.400,-66.600,-2.880,0,b4w,21.000
Tue Mar 19 21:09:58 2024,0,255,[Range],49.500,-1.800,-50.760,-0.360,1,b4w,6.000
Tue Mar 19 21:10:31 2024,0,254,[Range],49.700,1.800,-19.440,-0.360,0,b4w,22.000
