Tue Mar 19 19:05:14 2024,0,18,[Range],49.600,1.700,-63.000,-1.800,0,b4w,28.000
Tue Mar 19 19:05:14 2024,0,21,[Range],49.000,0.600,-64.800,0.000,0,b4w,2.000
Tue Mar 19 19:06:23 2024,0,16,[Range],49.800,-1.200,-45.720,-1.080,1,b4w,28.000
Tue Mar 19 19:06:48 2024,0,25,[Range],49.400,-1.500,-45.720,0.000,1,b4w,90.000
Tue Mar 19 19:06:53 2024,0,22,[Range],49.800,1.300,-106.200,-1.440,0,b4w,7.000
Tue Mar 19 19:07:32 2024,0,24,[Range],49.900,2.000,-60.120,-2.880,0,b4w,21.000
Tue Mar 19 19:07:35 2024,0,33,[Range],49.200,2.500,-67.320,-0.360,0,b4w,47.000
Tue Mar 19 19:07:37 2024,0,30,[Range],49.700,-1.400,-61.920,-2.520,1,b4w,34.000
Tue Mar 19 19:07:52 2024,0,31,[Range],49.700,2.100,-53.280,-2.160,0,b4w,32.000
Tue Mar 19 19:07:53 2024,0,39,[Range],49.800,-1.400,-66.600,-2.160,1,b4w,7.000
Tue Mar 19 19:08:12 2024,0,34,[Range],49.700,-1.300,-59.040,-2.520,1,b4w,5.000
Tue Mar 19 19:08:14 2024,0,38,[Range],49.500,-3.000,-41.760,0.000,1,b4w,6.000
Tue Mar 19 19:08:47 2024,0,40,[Range],49.300,1.500,-50.040,-2.880,0,b4w,29.000
Tue Mar 19 19:08:52 2024,0,47,[Range],49.800,-2.200,-38.160,0.000,1,b4w,30.000
Tue Mar 19 19:09:31 2024,0,53,[Range],49.800,-4.000,-35.640,0.360,1,b4w,7.000
