Tue Mar 19 20:08:34 2024,0,144,[Range],49.800,-2.800,-39.240,0.000,1,b4w,5.000
Tue Mar 19 20:08:35 2024,0,145,[Range],49.500,0.000,-78.120,-2.160,1,b4w,4.000
Tue Mar 19 20:09:31 2024,0,151,[Range],49.000,0.700,-95.040,-0.360,0,b4w,7.000
Tue Mar 19 20:09:44 2024,0,155,[Range],49.800,1.300,-50.400,-2.880,0,b4w,57.000
Tue Mar 19 20:09:45 2024,0,161,[Range],49.500,0.500,-50.760,0.000,0,b4w,2.000
Tue Mar 19 20:09:45 2024,0,154,[Range],49.600,-2.100,-75.240,0.000,1,b4w,7.000
Tue Mar 19 20:10:00 2024,0,158,[Range],49.700,-1.500,-75.600,-2.880,1,b4w,9.000
Tue Mar 19 20:10:34 2024,0,159,[Range],49.500,-1.100,-64.800,-2.160,1,b4w,7.000
Tue Mar 19 20:10:44 2024,0,156,[Range],49.400,-2.100,-52.560,0.000,1,b4w,2.000
Tue Mar 19 20:11:50 2024,0,162,[Range],49.600,-0.400,-61.560,0.360,1,b4w,8.000
Tue Mar 19 20:12:35 2024,0,163,[Range],49.400,-1.700,-41.760,0.000,1,b4w,6.000
Tue Mar 19 20:12:37 2024,0,165,[Range],49.900,-4.000,-37.800,0.000,1,b4w,3.000
Tue Mar 19 20:13:27 2024,0,167,[Range],49.900,1.600,-54.360,-1.080,0,b4w,21.000
Tue Mar 19 20:13:30 2024,0,171,[Range],49.500,1.500,-54.360,-3.600,0,b4w,23.000
