time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Fri Mar 22 18:11:49 2024,0,123,[Range],69.800,-3.900,-36.360,0.000,1,b4w,1.000
Fri Mar 22 18:11:58 2024,0,120,[Range],69.800,-0.900,-57.240,-3.240,1,b4w,7.000
Fri Mar 22 18:12:09 2024,0,122,[Range],69.700,0.000,-75.960,-1.080,1,b4w,2.000
Fri Mar 22 18:12:12 2024,0,129,[Range],69.400,2.900,-82.800,-1.440,0,b4w,7.000
Fri Mar 22 18:12:25 2024,0,139,[Range],68.800,1.800,-84.240,-1.080,0,b4w,6.000
Fri Mar 22 18:12:32 2024,0,148,[Range],68.900,2.600,-91.800,-0.360,0,b4w,4.000
Fri Mar 22 18:12:42 2024,0,124,[Range],69.500,-4.900,-41.400,0.000,1,b4w,0.000
Fri Mar 22 18:13:17 2024,0,113,[Range],69.000,0.000,-69.480,0.000,1,b4w,29.000
Fri Mar 22 18:14:17 2024,0,132,[Range],69.800,-0.200,-71.280,-3.960,1,b4w,22.000
Fri Mar 22 18:14:33 2024,0,130,[Range],69.400,2.000,-42.480,-2.160,0,b4w,42.000
Fri Mar 22 18:15:01 2024,0,144,[Range],68.600,2.400,-107.640,-0.360,0,b4w,6.000
Fri Mar 22 18:15:15 2024,0,162,[Range],69.500,3.000,-67.680,-0.720,0,b4w,9.000
Fri Mar 22 18:15:21 2024,0,137,[Range],69.600,-0.900,-37.440,-0.720,1,b4w,23.000
Fri Mar 22 18:15:37 2024,0,151,[Range],69.900,-2.200,-27.360,0.000,1,b4w,23.000
Fri Mar 22 18:15:57 2024,0,173,[Range],69.100,0.600,-83.160,-2.160,0,b4w,5.000
Fri Mar 22 18:16:06 2024,0,142,[Range],69.000,3.100,-82.800,-0.720,0,b4w,6.000
Fri Mar 22 18:16:16 2024,0,145,[Range],69.800,2.700,-69.480,-0.720,0,b4w,25.000
Fri Mar 22 18:17:19 2024,0,160,[Range],69.600,-0.400,-40.680,-0.360,1,b4w,21.000
Fri Mar 22 18:17:36 2024,0,169,[Range],69.300,0.300,-87.480,0.000,1,b4w,5.000
Fri Mar 22 18:17:41 2024,0,157,[Range],69.500,2.700,-102.240,-1.800,0,b4w,7.000
Fri Mar 22 18:18:12 2024,0,149,[Range],69.600,-0.600,-75.960,-0.360,1,b4w,4.000
Fri Mar 22 18:18:14 2024,0,166,[Range],69.600,2.500,-49.320,-2.160,0,b4w,22.000
Fri Mar 22 18:18:22 2024,0,182,[Range],68.800,-0.300,-87.120,0.000,1,b4w,2.000
Fri Mar 22 18:18:25 2024,0,175,[Range],69.700,-3.200,-45.000,0.000,1,b4w,5.000
Fri Mar 22 18:19:10 2024,0,172,[Range],69.600,-2.500,-39.240,0.720,1,b4w,25.000
Fri Mar 22 18:19:21 2024,0,183,[Range],69.800,2.200,-38.520,-1.800,0,b4w,21.000
Fri Mar 22 18:20:05 2024,0,190,[Range],69.000,-0.500,-73.440,-0.720,1,b4w,6.000
Fri Mar 22 18:20:11 2024,0,193,[Range],69.500,1.500,-107.640,-0.360,0,b4w,33.000
