time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 13:47:05 2024,0,41,[Range],49.500,1.800,-123.480,-0.360,0,b4w,5.000
Wed Mar 20 13:47:12 2024,0,42,[Range],49.000,1.500,-93.960,-2.160,0,b4w,5.000
Wed Mar 20 13:47:33 2024,0,43,[Range],49.600,-3.900,-37.080,0.000,1,b4w,0.000
Wed Mar 20 13:47:44 2024,0,45,[Range],49.800,-1.100,-69.120,-1.080,1,b4w,61.000
Wed Mar 20 13:49:46 2024,0,48,[Range],48.400,-0.300,-141.840,0.000,1,b4w,4.000
Wed Mar 20 13:49:59 2024,0,50,[Range],48.900,1.000,-81.360,-2.880,0,b4w,29.000
Wed Mar 20 13:50:02 2024,0,49,[Range],49.600,-2.400,-57.240,0.000,1,b4w,7.000
Wed Mar 20 13:50:27 2024,0,52,[Range],49.700,-4.600,-56.880,0.000,1,b4w,2.000
Wed Mar 20 13:50:33 2024,0,53,[Range],49.400,-1.800,-54.720,0.720,1,b4w,20.000
Wed Mar 20 13:51:12 2024,0,55,[Range],49.600,-1.400,-79.920,-1.800,1,b4w,5.000
