time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 18:41:06 2024,0,106,[Range],69.700,2.100,-70.920,-1.440,0,b4w,14.000
Sun Mar 24 18:41:08 2024,0,106,[Range],29.500,0.700,-70.200,-1.800,0,b4w,27.000
Sun Mar 24 18:41:31 2024,0,51,[Range],69.900,2.500,-73.440,0.000,0,b4w,7.000
Sun Mar 24 18:41:32 2024,0,94,[Range],69.800,2.500,-127.800,0.000,0,b4w,1.000
Sun Mar 24 18:41:33 2024,0,51,[Range],29.400,1.000,-72.720,-2.160,0,b4w,21.000
Sun Mar 24 18:41:34 2024,0,87,[Range],29.500,-1.000,-128.160,0.000,1,b4w,5.000
Sun Mar 24 18:41:35 2024,0,95,[Range],69.600,2.200,-80.280,-2.160,0,b4w,11.000
Sun Mar 24 18:41:37 2024,0,95,[Range],29.400,1.000,-77.040,-2.520,0,b4w,16.000
Sun Mar 24 18:42:00 2024,0,98,[Range],30.700,0.200,69.840,0.000,1,b4w,37.000
Sun Mar 24 18:42:10 2024,0,90,[Range],29.900,-4.200,-42.120,0.000,1,b4w,1.000
Sun Mar 24 18:42:27 2024,0,77,[Range],69.900,-4.700,-34.200,0.000,1,b4w,1.000
Sun Mar 24 18:42:27 2024,0,110,[Range],69.600,-2.000,-47.880,0.360,1,b4w,3.000
Sun Mar 24 18:42:30 2024,0,110,[Range],29.400,-2.500,-50.400,-0.360,1,b4w,12.000
Sun Mar 24 18:42:32 2024,0,114,[Range],69.600,-1.500,-65.160,-2.880,1,b4w,5.000
Sun Mar 24 18:42:34 2024,0,114,[Range],29.200,-2.200,-64.080,0.000,1,b4w,22.000
Sun Mar 24 18:43:02 2024,0,40,[Range],30.300,0.400,50.760,0.000,1,b4w,1.000
Sun Mar 24 18:43:06 2024,0,143,[Range],69.300,-2.100,-45.720,0.000,1,b4w,5.000
Sun Mar 24 18:43:10 2024,0,143,[Range],29.600,-3.200,-42.480,-0.720,1,b4w,8.000
Sun Mar 24 18:43:10 2024,0,93,[Range],69.800,2.500,-75.960,-0.720,0,b4w,6.000
Sun Mar 24 18:43:11 2024,0,97,[Range],29.700,-2.700,-46.080,0.000,1,b4w,0.000
