Tue Mar 19 21:23:30 2024,0,59,[Range],50.900,-4.100,79.200,0.000,1,b4w,0.000
Tue Mar 19 21:23:37 2024,0,77,[Range],49.900,1.500,-56.880,-3.600,0,b4w,88.000
Tue Mar 19 21:25:26 2024,0,76,[Range],49.000,1.200,-73.800,-4.680,0,b4w,90.000
Tue Mar 19 21:25:44 2024,0,88,[Range],49.500,-1.500,-52.560,-1.440,1,b4w,7.000
Tue Mar 19 21:25:58 2024,0,81,[Range],49.200,1.600,-62.640,-3.240,0,b4w,31.000
Tue Mar 19 21:25:58 2024,0,87,[Range],49.300,1.500,-64.080,0.000,0,b4w,2.000
Tue Mar 19 21:26:21 2024,0,85,[Range],49.700,-4.100,-29.520,0.000,1,b4w,2.000
Tue Mar 19 21:26:22 2024,0,79,[Range],49.800,0.000,-54.000,-0.360,1,b4w,9.000
Tue Mar 19 21:27:02 2024,0,86,[Range],49.100,1.500,-64.800,-3.600,0,b4w,22.000
Tue Mar 19 21:27:02 2024,0,92,[Range],49.400,1.000,-66.600,0.000,0,b4w,15.000
Tue Mar 19 21:27:08 2024,0,97,[Range],49.600,-1.500,-59.400,0.000,1,b4w,0.000
Tue Mar 19 21:27:31 2024,0,100,[Range],49.700,-0.300,-79.200,-1.440,1,b4w,34.000
Tue Mar 19 21:27:32 2024,0,91,[Range],49.500,1.400,-90.000,-1.800,0,b4w,7.000
Tue Mar 19 21:28:05 2024,0,98,[Range],49.500,-1.900,-39.600,0.000,1,b4w,2.000
