time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 14:23:26 2024,0,182,[Range],69.500,-0.400,-103.320,0.000,1,b4w,6.000
Wed Mar 20 14:23:36 2024,0,181,[Range],69.900,-3.400,-39.600,0.000,1,b4w,1.000
Wed Mar 20 14:24:09 2024,0,185,[Range],69.400,0.500,-75.600,-5.400,0,b4w,22.000
Wed Mar 20 14:24:11 2024,0,184,[Range],69.500,-2.500,-41.760,-1.800,1,b4w,37.000
Wed Mar 20 14:24:16 2024,0,186,[Range],69.500,1.500,-87.840,-1.440,0,b4w,7.000
Wed Mar 20 14:24:27 2024,0,188,[Range],69.400,2.200,-59.760,-3.240,0,b4w,49.000
Wed Mar 20 14:24:36 2024,0,189,[Range],69.500,-0.300,-78.840,-1.800,1,b4w,5.000
Wed Mar 20 14:25:29 2024,0,190,[Range],69.200,-0.200,-73.080,-3.960,1,b4w,27.000
Wed Mar 20 14:25:43 2024,0,192,[Range],69.800,-1.500,-56.520,-3.240,1,b4w,46.000
Wed Mar 20 14:26:22 2024,0,191,[Range],69.500,-3.000,-41.760,-0.360,1,b4w,5.000
Wed Mar 20 14:26:56 2024,0,197,[Range],69.800,-4.100,-35.280,-1.440,1,b4w,12.000
Wed Mar 20 14:27:04 2024,0,195,[Range],69.200,2.500,-70.560,-1.440,0,b4w,21.000
Wed Mar 20 14:27:12 2024,0,198,[Range],68.600,-0.400,-99.360,-0.360,1,b4w,4.000
Wed Mar 20 14:27:31 2024,0,199,[Range],69.400,2.700,-69.840,0.000,0,b4w,3.000
Wed Mar 20 14:28:06 2024,0,201,[Range],69.100,2.100,-67.680,-3.600,0,b4w,21.000
Wed Mar 20 14:28:56 2024,0,205,[Range],68.700,2.800,-112.680,0.000,0,b4w,4.000
Wed Mar 20 14:29:03 2024,0,206,[Range],69.900,-3.800,-48.600,-2.520,1,b4w,5.000
Wed Mar 20 14:29:18 2024,0,207,[Range],69.200,-0.900,-59.760,-0.360,1,b4w,2.000
Wed Mar 20 14:29:55 2024,0,208,[Range],69.700,-2.300,-59.760,0.000,1,b4w,2.000
Wed Mar 20 14:30:05 2024,0,210,[Range],69.800,1.900,-58.680,-2.160,0,b4w,18.000
Wed Mar 20 14:30:10 2024,0,211,[Range],69.900,-2.700,-56.880,0.000,1,b4w,2.000
Wed Mar 20 14:30:46 2024,0,213,[Range],69.600,2.600,-59.760,-0.360,0,b4w,5.000
Wed Mar 20 14:31:00 2024,0,214,[Range],68.500,2.200,-146.160,0.000,0,b4w,6.000
Wed Mar 20 14:31:03 2024,0,216,[Range],69.400,-1.100,-68.760,1.080,1,b4w,6.000
Wed Mar 20 14:31:17 2024,0,215,[Range],69.300,2.600,-97.560,0.000,0,b4w,5.000
Wed Mar 20 14:31:28 2024,0,219,[Range],69.900,-1.400,-55.440,-2.520,1,b4w,22.000
Wed Mar 20 14:31:37 2024,0,221,[Range],69.700,-4.000,-67.320,0.000,1,b4w,2.000
Wed Mar 20 14:31:43 2024,0,220,[Range],69.100,3.000,-78.840,-0.360,0,b4w,4.000
