time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 13:22:07 2024,0,206,[Range],49.600,-2.500,-46.440,0.000,1,b4w,5.000
Wed Mar 20 13:22:18 2024,0,211,[Range],49.800,2.000,-66.960,-3.240,0,b4w,24.000
Wed Mar 20 13:22:54 2024,0,221,[Range],49.600,1.900,-122.400,-0.360,0,b4w,7.000
Wed Mar 20 13:23:51 2024,0,213,[Range],49.700,-3.700,-39.960,0.000,1,b4w,1.000
Wed Mar 20 13:23:57 2024,0,218,[Range],48.800,0.100,-95.760,-1.800,1,b4w,7.000
Wed Mar 20 13:24:26 2024,0,230,[Range],49.900,-0.700,-80.280,-0.360,1,b4w,7.000
Wed Mar 20 13:24:31 2024,0,234,[Range],49.600,-1.400,-38.160,0.000,1,b4w,89.000
Wed Mar 20 13:24:40 2024,0,227,[Range],49.000,0.200,-79.920,-1.080,1,b4w,21.000
Wed Mar 20 13:25:44 2024,0,240,[Range],49.900,-1.200,-41.040,-1.800,1,b4w,49.000
Wed Mar 20 13:26:05 2024,0,232,[Range],49.300,-1.000,-57.240,-1.440,1,b4w,69.000
Wed Mar 20 13:26:12 2024,0,222,[Range],49.700,0.900,-111.600,-1.440,0,b4w,6.000
Wed Mar 20 13:26:29 2024,0,217,[Range],49.800,-3.000,-52.560,0.000,1,b4w,6.000
Wed Mar 20 13:27:40 2024,0,245,[Range],49.500,-1.300,-37.080,-0.720,1,b4w,25.000
Wed Mar 20 13:28:10 2024,0,237,[Range],49.500,-1.000,-45.720,-1.080,1,b4w,27.000
Wed Mar 20 13:28:16 2024,0,233,[Range],49.900,1.100,-90.720,-2.160,0,b4w,6.000
Wed Mar 20 13:29:12 2024,0,242,[Range],48.900,1.800,-117.360,-3.960,0,b4w,11.000
Wed Mar 20 13:29:30 2024,0,241,[Range],49.700,-1.100,-118.080,0.000,1,b4w,7.000
Wed Mar 20 13:30:13 2024,0,255,[Range],49.200,2.400,-98.640,-1.800,0,b4w,8.000
Wed Mar 20 13:30:20 2024,0,248,[Range],48.900,1.300,-78.480,-2.520,0,b4w,8.000
Wed Mar 20 13:30:25 2024,0,253,[Range],49.600,-2.000,-47.880,0.000,1,b4w,7.000
Wed Mar 20 13:30:38 2024,0,246,[Range],49.400,0.100,-110.880,-0.360,1,b4w,3.000
Wed Mar 20 13:31:09 2024,0,223,[Range],49.800,-2.400,-39.600,0.360,1,b4w,87.000
Wed Mar 20 13:31:24 2024,0,254,[Range],48.600,1.300,-125.280,-2.160,0,b4w,11.000
Wed Mar 20 13:31:38 2024,0,2,[Range],49.100,-1.100,-59.760,-0.720,1,b4w,6.000
