Tue Mar 19 21:37:59 2024,0,135,[Range],49.800,1.000,-67.680,-3.600,0,b4w,23.000
Tue Mar 19 21:38:02 2024,0,129,[Range],49.700,-1.100,-76.320,-2.880,1,b4w,42.000
Tue Mar 19 21:38:58 2024,0,133,[Range],49.200,1.300,-87.120,-3.600,0,b4w,6.000
Tue Mar 19 21:40:42 2024,0,137,[Range],49.300,-0.600,-75.600,-2.520,1,b4w,51.000
Tue Mar 19 21:41:26 2024,0,143,[Range],49.500,1.500,-97.560,-2.520,0,b4w,6.000
Tue Mar 19 21:41:29 2024,0,136,[Range],49.600,-1.300,-49.680,-1.800,1,b4w,54.000
Tue Mar 19 21:42:14 2024,0,131,[Range],49.200,3.000,-72.000,0.000,0,b4w,7.000
Tue Mar 19 21:42:14 2024,0,141,[Range],49.700,-1.400,-44.640,-1.080,1,b4w,24.000
Tue Mar 19 21:42:49 2024,0,140,[Range],49.800,1.300,-68.400,-2.520,0,b4w,48.000
Tue Mar 19 21:43:13 2024,0,134,[Range],49.600,-1.500,-51.120,-2.880,1,b4w,87.000
Tue Mar 19 21:43:47 2024,0,147,[Range],49.300,1.000,-74.880,-2.880,0,b4w,28.000
Tue Mar 19 21:45:15 2024,0,139,[Range],49.800,-2.800,-19.440,0.720,1,b4w,24.000
Tue Mar 19 21:45:27 2024,0,152,[Range],49.600,1.500,-75.240,-1.800,0,b4w,45.000
Tue Mar 19 21:45:41 2024,0,153,[Range],49.500,-1.700,-79.200,-0.360,1,b4w,8.000
Tue Mar 19 21:45:42 2024,0,151,[Range],49.600,1.300,-48.240,-1.080,0,b4w,28.000
