Tue Mar 19 17:40:31 2024,0,183,[Range],49.800,1.900,-95.400,-1.800,0,b4w,6.000
Tue Mar 19 17:40:55 2024,0,186,[Range],49.500,1.500,-63.000,-1.440,0,b4w,29.000
Tue Mar 19 17:41:03 2024,0,185,[Range],49.300,1.700,-83.160,-3.240,0,b4w,8.000
Tue Mar 19 17:41:15 2024,0,192,[Range],49.700,1.800,-109.080,-2.880,0,b4w,8.000
Tue Mar 19 17:41:17 2024,0,194,[Range],49.500,-2.000,-77.400,-1.800,1,b4w,6.000
Tue Mar 19 17:41:17 2024,0,189,[Range],48.700,2.200,-109.080,-1.440,0,b4w,5.000
Tue Mar 19 17:41:38 2024,0,195,[Range],49.500,-4.200,-38.880,0.000,1,b4w,1.000
Tue Mar 19 17:41:38 2024,0,197,[Range],49.400,-0.400,-66.240,-0.720,1,b4w,7.000
Tue Mar 19 17:42:06 2024,0,190,[Range],49.000,1.300,-81.000,-2.520,0,b4w,4.000
Tue Mar 19 17:42:08 2024,0,199,[Range],49.400,-2.400,-43.200,0.000,1,b4w,3.000
Tue Mar 19 17:42:10 2024,0,198,[Range],48.900,0.800,-83.160,0.000,0,b4w,24.000
Tue Mar 19 17:42:20 2024,0,201,[Range],49.800,-1.600,-39.600,-1.440,1,b4w,31.000
Tue Mar 19 17:42:38 2024,0,208,[Range],49.800,1.000,-73.800,-3.240,0,b4w,45.000
Tue Mar 19 17:42:42 2024,0,205,[Range],49.600,-2.400,-35.640,-0.720,1,b4w,77.000
Tue Mar 19 17:42:52 2024,0,207,[Range],49.900,1.100,-78.840,-1.440,0,b4w,6.000
Tue Mar 19 17:42:55 2024,0,209,[Range],49.800,1.700,-97.560,0.000,0,b4w,4.000
Tue Mar 19 17:43:03 2024,0,204,[Range],49.600,-1.300,-50.760,-0.360,1,b4w,23.000
Tue Mar 19 17:43:16 2024,0,216,[Range],49.700,1.400,-40.680,-2.520,0,b4w,21.000
Tue Mar 19 17:43:23 2024,0,218,[Range],49.600,-1.600,-63.000,0.000,1,b4w,5.000
Tue Mar 19 17:44:04 2024,0,222,[Range],48.600,2.000,-103.320,-2.880,0,b4w,11.000
Tue Mar 19 17:44:18 2024,0,226,[Range],49.600,1.600,-64.080,-3.600,0,b4w,26.000
Tue Mar 19 17:44:18 2024,0,221,[Range],49.500,1.100,-65.520,0.000,0,b4w,3.000
Tue Mar 19 17:44:22 2024,0,223,[Range],49.700,-2.100,-46.080,0.000,1,b4w,5.000
Tue Mar 19 17:44:42 2024,0,227,[Range],48.900,2.000,-120.960,-2.520,0,b4w,37.000
Tue Mar 19 17:45:07 2024,0,229,[Range],49.300,-1.500,-67.320,-1.440,1,b4w,5.000
Tue Mar 19 17:45:46 2024,0,230,[Range],49.800,-3.900,-33.840,0.000,1,b4w,9.000
Tue Mar 19 17:46:19 2024,0,228,[Range],49.800,-1.900,-37.440,0.360,1,b4w,9.000
Tue Mar 19 17:46:38 2024,0,233,[Range],49.900,-4.400,-6.840,1.080,1,b4w,38.000
Tue Mar 19 17:46:51 2024,0,237,[Range],49.400,1.500,-75.600,-1.440,0,b4w,4.000
Tue Mar 19 17:46:55 2024,0,231,[Range],49.000,1.800,-72.720,-4.680,0,b4w,55.000
Tue Mar 19 17:47:01 2024,0,236,[Range],49.800,-4.200,-43.560,0.000,1,b4w,7.000
Tue Mar 19 17:47:08 2024,0,240,[Range],49.800,-3.500,-38.520,0.000,1,b4w,1.000
Tue Mar 19 17:47:14 2024,0,241,[Range],49.400,-3.600,-52.200,0.000,1,b4w,8.000
Tue Mar 19 17:47:25 2024,0,243,[Range],49.800,-1.100,-50.400,-1.800,1,b4w,27.000
Tue Mar 19 17:47:27 2024,0,244,[Range],49.800,1.800,-114.840,-0.720,0,b4w,4.000
