time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 14:16:47 2024,0,144,[Range],49.900,-4.800,-41.400,0.000,1,b4w,5.000
Wed Mar 20 14:17:06 2024,0,145,[Range],49.400,-0.800,-82.440,-2.880,1,b4w,5.000
Wed Mar 20 14:17:13 2024,0,148,[Range],49.400,-0.900,-64.800,-1.800,1,b4w,9.000
Wed Mar 20 14:17:18 2024,0,149,[Range],49.600,-4.200,-43.920,-0.360,1,b4w,5.000
Wed Mar 20 14:18:09 2024,0,151,[Range],49.700,-1.200,-48.960,-1.440,1,b4w,22.000
Wed Mar 20 14:18:12 2024,0,152,[Range],49.900,1.200,-83.160,-1.440,0,b4w,30.000
Wed Mar 20 14:18:19 2024,0,153,[Range],49.300,-1.800,-50.760,0.000,1,b4w,31.000
Wed Mar 20 14:18:32 2024,0,155,[Range],49.500,-1.800,-50.400,0.000,1,b4w,74.000
Wed Mar 20 14:18:40 2024,0,150,[Range],49.700,1.900,-113.760,-1.800,0,b4w,8.000
Wed Mar 20 14:18:50 2024,0,156,[Range],48.900,2.100,-96.120,-1.800,0,b4w,5.000
Wed Mar 20 14:19:15 2024,0,159,[Range],49.900,-2.000,-27.360,0.000,1,b4w,6.000
Wed Mar 20 14:20:41 2024,0,160,[Range],69.500,2.400,-94.320,-1.800,0,b4w,6.000
Wed Mar 20 14:21:13 2024,0,161,[Range],69.900,1.700,-47.880,1.800,0,b4w,1.000
Wed Mar 20 14:21:22 2024,0,163,[Range],69.000,2.400,-83.160,0.000,0,b4w,6.000
Wed Mar 20 14:21:40 2024,0,164,[Range],69.800,-1.900,-52.920,-2.880,1,b4w,12.000
Wed Mar 20 14:21:41 2024,0,167,[Range],69.800,2.500,-111.960,0.000,0,b4w,4.000
Wed Mar 20 14:21:55 2024,0,169,[Range],69.700,-3.100,-29.880,0.360,1,b4w,59.000
Wed Mar 20 14:22:01 2024,0,170,[Range],69.400,2.400,-75.960,-1.080,0,b4w,5.000
Wed Mar 20 14:22:08 2024,0,174,[Range],69.100,2.100,-73.080,-2.880,0,b4w,5.000
Wed Mar 20 14:22:21 2024,0,176,[Range],69.300,1.800,-101.520,0.000,0,b4w,6.000
Wed Mar 20 14:22:24 2024,0,175,[Range],69.800,-2.400,-46.440,0.000,1,b4w,39.000
Wed Mar 20 14:22:32 2024,0,179,[Range],68.700,2.400,-107.640,-0.360,0,b4w,10.000
Wed Mar 20 14:22:47 2024,0,180,[Range],69.300,-0.900,-48.600,-2.520,1,b4w,34.000
