time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 19:47:44 2024,0,239,[Range],69.800,2.400,-92.520,-0.360,0,b4w,27.000
Sun Mar 24 19:47:46 2024,0,239,[Range],29.000,1.200,-90.000,-1.800,0,b4w,34.000
Sun Mar 24 19:48:02 2024,0,254,[Range],69.800,2.200,-61.200,-3.960,0,b4w,20.000
Sun Mar 24 19:48:04 2024,0,254,[Range],29.200,1.100,-61.200,-0.720,0,b4w,70.000
Sun Mar 24 19:48:05 2024,0,1,[Range],69.900,-0.400,-92.160,-2.880,1,b4w,7.000
Sun Mar 24 19:48:07 2024,0,1,[Range],29.300,-1.400,-91.440,-2.520,1,b4w,15.000
Sun Mar 24 19:48:11 2024,0,247,[Range],69.000,1.800,-113.760,-1.080,0,b4w,5.000
Sun Mar 24 19:48:12 2024,0,247,[Range],28.800,0.400,-110.880,-2.880,1,b4w,7.000
Sun Mar 24 19:48:43 2024,0,9,[Range],29.500,-2.200,-59.040,-0.360,1,b4w,9.000
Sun Mar 24 19:49:17 2024,0,11,[Range],69.600,2.600,-93.240,-0.720,0,b4w,6.000
Sun Mar 24 19:49:18 2024,0,11,[Range],29.100,0.900,-89.640,-3.600,0,b4w,5.000
Sun Mar 24 19:49:23 2024,0,5,[Range],69.200,1.800,-105.840,-1.080,0,b4w,7.000
Sun Mar 24 19:49:24 2024,0,5,[Range],29.600,0.200,-106.560,-4.320,1,b4w,8.000
Sun Mar 24 19:49:32 2024,0,14,[Range],69.100,-0.200,-73.800,-1.800,1,b4w,4.000
Sun Mar 24 19:49:33 2024,0,25,[Range],69.400,2.400,-77.400,-1.440,0,b4w,7.000
Sun Mar 24 19:49:34 2024,0,14,[Range],29.300,-1.400,-73.800,-1.440,1,b4w,36.000
Sun Mar 24 19:49:35 2024,0,25,[Range],29.500,0.900,-74.160,-2.160,0,b4w,5.000
Sun Mar 24 19:49:38 2024,0,52,[Range],69.400,-0.600,-54.720,-3.960,1,b4w,87.000
Sun Mar 24 19:49:41 2024,0,240,[Range],69.900,-1.600,-41.400,0.000,1,b4w,20.000
Sun Mar 24 19:49:42 2024,0,8,[Range],69.400,-4.000,-43.560,0.000,1,b4w,0.000
Sun Mar 24 19:49:44 2024,0,240,[Range],29.500,-1.700,-45.000,0.000,1,b4w,35.000
Sun Mar 24 19:49:58 2024,0,12,[Range],69.900,1.100,-78.840,-2.520,0,b4w,19.000
Sun Mar 24 19:50:00 2024,0,12,[Range],29.400,0.300,-78.840,-0.720,1,b4w,19.000
Sun Mar 24 19:50:01 2024,0,10,[Range],69.100,2.100,-64.080,-2.880,0,b4w,57.000
Sun Mar 24 19:50:03 2024,0,10,[Range],29.300,1.200,-64.080,-0.360,0,b4w,57.000
Sun Mar 24 19:50:10 2024,0,249,[Range],69.000,2.500,-80.280,-0.720,0,b4w,6.000
Sun Mar 24 19:50:12 2024,0,249,[Range],29.800,0.900,-77.040,-2.880,0,b4w,9.000
Sun Mar 24 19:50:13 2024,0,22,[Range],69.600,-1.400,-52.920,0.000,1,b4w,4.000
Sun Mar 24 19:50:16 2024,0,22,[Range],29.400,-1.700,-55.800,-0.360,1,b4w,6.000
Sun Mar 24 19:50:42 2024,0,42,[Range],69.500,-1.700,-48.960,-2.520,1,b4w,7.000
Sun Mar 24 19:50:45 2024,0,42,[Range],29.400,-2.300,-48.600,0.000,1,b4w,12.000
Sun Mar 24 19:51:09 2024,0,21,[Range],69.200,-1.600,-54.000,-0.720,1,b4w,5.000
Sun Mar 24 19:51:12 2024,0,21,[Range],29.600,-2.100,-56.520,-0.720,1,b4w,7.000
Sun Mar 24 19:51:23 2024,0,24,[Range],69.700,-2.800,-47.160,0.000,1,b4w,11.000
Sun Mar 24 19:51:26 2024,0,24,[Range],29.300,-1.800,-51.480,0.720,1,b4w,20.000
Sun Mar 24 19:51:52 2024,0,17,[Range],29.600,-2.500,-65.880,-0.360,1,b4w,7.000
Sun Mar 24 19:51:54 2024,0,16,[Range],69.700,-1.200,-48.240,0.000,1,b4w,1.000
Sun Mar 24 19:51:57 2024,0,16,[Range],29.600,-2.400,-49.320,-1.080,1,b4w,4.000
Sun Mar 24 19:52:11 2024,0,18,[Range],29.200,-2.200,-55.080,-0.360,1,b4w,6.000
Sun Mar 24 19:52:25 2024,0,4,[Range],69.600,-0.700,-49.680,-3.240,1,b4w,50.000
Sun Mar 24 19:52:28 2024,0,4,[Range],29.900,-1.400,-48.240,0.000,1,b4w,22.000
Sun Mar 24 19:52:47 2024,0,74,[Range],69.700,-0.900,-65.160,0.000,1,b4w,4.000
Sun Mar 24 19:52:49 2024,0,74,[Range],29.100,-1.900,-62.280,-1.440,1,b4w,20.000
Sun Mar 24 19:52:55 2024,0,33,[Range],29.000,-1.900,-74.520,-0.360,1,b4w,6.000
Sun Mar 24 19:52:56 2024,0,30,[Range],69.800,-3.300,-39.600,0.000,1,b4w,0.000
Sun Mar 24 19:52:59 2024,0,30,[Range],29.700,-4.700,-42.480,-1.080,1,b4w,1.000
Sun Mar 24 19:53:51 2024,0,31,[Range],69.900,-0.400,-70.560,-1.800,1,b4w,45.000
Sun Mar 24 19:53:54 2024,0,31,[Range],29.600,-1.200,-69.480,-1.440,1,b4w,44.000
Sun Mar 24 19:53:54 2024,0,27,[Range],69.800,-2.400,-61.560,-0.360,1,b4w,4.000
Sun Mar 24 19:53:57 2024,0,27,[Range],29.300,-4.000,-56.520,-0.720,1,b4w,4.000
Sun Mar 24 19:54:28 2024,0,37,[Range],69.700,-0.400,-56.520,-1.440,1,b4w,54.000
Sun Mar 24 19:54:30 2024,0,37,[Range],29.400,-0.700,-56.520,0.360,1,b4w,68.000
Sun Mar 24 19:54:32 2024,0,66,[Range],69.600,1.600,-82.800,-1.080,0,b4w,23.000
Sun Mar 24 19:54:34 2024,0,66,[Range],29.500,0.500,-80.640,-1.440,0,b4w,39.000
Sun Mar 24 19:54:42 2024,0,28,[Range],69.800,-4.800,-45.360,0.000,1,b4w,2.000
Sun Mar 24 19:54:45 2024,0,28,[Range],29.600,-4.200,-46.080,0.360,1,b4w,4.000
Sun Mar 24 19:54:47 2024,0,35,[Range],69.800,-0.700,-58.320,-3.240,1,b4w,35.000
Sun Mar 24 19:54:49 2024,0,35,[Range],29.300,-1.500,-58.320,0.000,1,b4w,33.000
Sun Mar 24 19:55:08 2024,0,68,[Range],69.400,2.100,-39.240,-1.800,0,b4w,67.000
Sun Mar 24 19:55:09 2024,0,47,[Range],69.400,2.300,-39.960,0.000,0,b4w,18.000
Sun Mar 24 19:55:11 2024,0,68,[Range],29.900,0.800,-40.320,0.360,0,b4w,147.000
Sun Mar 24 19:56:17 2024,0,70,[Range],68.600,0.400,-98.640,-1.080,1,b4w,5.000
Sun Mar 24 19:56:18 2024,0,70,[Range],29.000,-0.400,-99.000,-1.800,1,b4w,6.000
Sun Mar 24 19:56:37 2024,0,72,[Range],29.800,-2.500,-54.360,-0.720,1,b4w,8.000
Sun Mar 24 19:56:53 2024,0,36,[Range],29.500,-3.000,-45.360,0.000,1,b4w,4.000
Sun Mar 24 19:57:38 2024,0,82,[Range],29.500,-2.700,-38.880,-0.360,1,b4w,7.000
Sun Mar 24 19:58:03 2024,0,41,[Range],69.900,-1.800,-36.360,0.000,1,b4w,0.000
Sun Mar 24 19:58:06 2024,0,50,[Range],69.000,2.100,-76.320,-3.240,0,b4w,26.000
Sun Mar 24 19:58:07 2024,0,41,[Range],29.500,-2.600,-37.080,-0.720,1,b4w,6.000
Sun Mar 24 19:58:36 2024,0,86,[Range],69.100,2.500,-90.000,-0.720,0,b4w,11.000
Sun Mar 24 19:58:38 2024,0,86,[Range],29.400,1.000,-89.280,-2.520,0,b4w,10.000
Sun Mar 24 19:58:40 2024,0,62,[Range],69.200,2.400,-84.240,-0.720,0,b4w,33.000
Sun Mar 24 19:58:41 2024,0,62,[Range],29.800,0.800,-83.520,-3.240,0,b4w,7.000
Sun Mar 24 19:58:54 2024,0,69,[Range],69.800,-0.600,-37.800,-1.440,1,b4w,25.000
Sun Mar 24 19:58:58 2024,0,69,[Range],29.700,-1.100,-36.360,-1.080,1,b4w,93.000
Sun Mar 24 19:59:10 2024,0,39,[Range],31.000,-0.600,63.720,0.000,1,b4w,55.000
Sun Mar 24 19:59:54 2024,0,43,[Range],69.200,-1.400,-56.880,0.000,1,b4w,5.000
Sun Mar 24 19:59:57 2024,0,43,[Range],29.500,-2.800,-57.960,-1.800,1,b4w,7.000
Sun Mar 24 20:00:06 2024,0,60,[Range],29.500,-2.400,-34.200,-0.360,1,b4w,9.000
Sun Mar 24 20:00:24 2024,0,53,[Range],69.000,0.100,-71.640,-3.240,1,b4w,34.000
Sun Mar 24 20:00:25 2024,0,64,[Range],69.800,0.500,-71.640,0.000,0,b4w,5.000
Sun Mar 24 20:00:26 2024,0,53,[Range],29.700,-0.200,-72.000,0.360,1,b4w,101.000
Sun Mar 24 20:01:21 2024,0,58,[Range],69.600,2.300,-79.200,-2.880,0,b4w,6.000
Sun Mar 24 20:01:23 2024,0,58,[Range],29.500,0.800,-77.760,-2.880,0,b4w,21.000
Sun Mar 24 20:01:26 2024,0,48,[Range],29.800,-2.500,-71.280,0.000,1,b4w,7.000
Sun Mar 24 20:01:43 2024,0,108,[Range],31.700,-3.200,81.000,0.000,1,b4w,37.000
Sun Mar 24 20:01:48 2024,0,57,[Range],68.900,2.500,-86.040,-0.360,0,b4w,47.000
Sun Mar 24 20:01:50 2024,0,57,[Range],29.600,0.500,-86.040,-3.600,0,b4w,47.000
Sun Mar 24 20:01:54 2024,0,80,[Range],30.400,-1.400,75.960,0.000,1,b4w,22.000
Sun Mar 24 20:02:10 2024,0,56,[Range],69.600,-1.200,-52.560,0.000,1,b4w,3.000
Sun Mar 24 20:02:13 2024,0,56,[Range],29.400,-1.300,-50.760,0.000,1,b4w,3.000
Sun Mar 24 20:02:17 2024,0,34,[Range],69.700,0.200,-78.840,-0.360,1,b4w,6.000
Sun Mar 24 20:02:18 2024,0,34,[Range],29.200,-0.600,-78.840,-0.720,1,b4w,10.000
Sun Mar 24 20:02:34 2024,0,63,[Range],69.200,-0.200,-111.960,0.000,1,b4w,4.000
Sun Mar 24 20:02:35 2024,0,63,[Range],29.100,-1.100,-111.240,-0.720,1,b4w,23.000
Sun Mar 24 20:02:43 2024,0,79,[Range],69.000,1.600,-81.000,-1.080,0,b4w,3.000
Sun Mar 24 20:02:45 2024,0,79,[Range],29.100,0.800,-78.840,-0.360,0,b4w,5.000
Sun Mar 24 20:02:49 2024,0,83,[Range],69.600,-3.100,-36.360,0.000,1,b4w,1.000
Sun Mar 24 20:02:51 2024,0,89,[Range],69.100,3.400,-101.520,0.000,0,b4w,5.000
Sun Mar 24 20:02:53 2024,0,89,[Range],28.900,1.100,-99.360,-4.680,0,b4w,27.000
Sun Mar 24 20:04:00 2024,0,46,[Range],69.500,-1.600,-33.120,-1.800,1,b4w,150.000
Sun Mar 24 20:04:05 2024,0,106,[Range],29.500,-2.500,-36.720,1.080,1,b4w,178.000
Sun Mar 24 20:04:09 2024,0,94,[Range],69.200,1.500,-100.800,-0.360,0,b4w,5.000
Sun Mar 24 20:04:10 2024,0,94,[Range],29.100,1.000,-97.560,-1.080,0,b4w,10.000
Sun Mar 24 20:04:29 2024,0,87,[Range],69.400,-0.900,-47.520,-2.160,1,b4w,3.000
Sun Mar 24 20:04:31 2024,0,87,[Range],29.900,-1.800,-49.320,-1.440,1,b4w,21.000
Sun Mar 24 20:04:50 2024,0,51,[Range],69.600,-1.200,-38.880,-3.600,1,b4w,22.000
Sun Mar 24 20:04:54 2024,0,51,[Range],29.600,-1.400,-37.440,0.000,1,b4w,66.000
Sun Mar 24 20:04:59 2024,0,121,[Range],69.500,2.400,-48.960,-1.440,0,b4w,25.000
Sun Mar 24 20:05:02 2024,0,121,[Range],29.700,1.100,-49.680,-0.720,0,b4w,54.000
Sun Mar 24 20:05:08 2024,0,95,[Range],69.800,0.900,-73.080,-2.160,0,b4w,7.000
Sun Mar 24 20:05:10 2024,0,95,[Range],29.500,0.000,-72.360,-1.440,1,b4w,8.000
Sun Mar 24 20:05:23 2024,0,77,[Range],29.900,-2.300,-57.960,0.000,1,b4w,0.000
Sun Mar 24 20:06:10 2024,0,90,[Range],68.700,1.900,-102.960,-0.360,0,b4w,5.000
Sun Mar 24 20:06:11 2024,0,90,[Range],28.500,0.000,-104.040,-4.680,1,b4w,24.000
Sun Mar 24 20:06:13 2024,0,40,[Range],69.000,-0.800,-93.240,-4.320,1,b4w,4.000
Sun Mar 24 20:06:15 2024,0,40,[Range],28.900,-1.700,-93.600,-2.520,1,b4w,8.000
Sun Mar 24 20:06:19 2024,0,114,[Range],69.700,-1.200,-73.080,0.000,1,b4w,2.000
Sun Mar 24 20:06:21 2024,0,114,[Range],29.200,-2.200,-73.080,-1.080,1,b4w,6.000
Sun Mar 24 20:06:50 2024,0,85,[Range],69.100,0.800,-92.160,-1.800,0,b4w,6.000
Sun Mar 24 20:06:52 2024,0,85,[Range],29.100,-0.200,-93.240,-3.240,1,b4w,10.000
Sun Mar 24 20:07:23 2024,0,143,[Range],69.400,2.000,-68.760,-2.880,0,b4w,6.000
Sun Mar 24 20:07:25 2024,0,143,[Range],29.200,0.900,-66.600,-2.160,0,b4w,13.000
Sun Mar 24 20:08:30 2024,0,97,[Range],69.500,2.800,-85.320,-0.360,0,b4w,20.000
Sun Mar 24 20:08:32 2024,0,97,[Range],29.400,1.300,-85.320,-2.520,0,b4w,7.000
Sun Mar 24 20:08:36 2024,0,96,[Range],69.600,-1.600,-39.240,0.000,1,b4w,0.000
Sun Mar 24 20:08:39 2024,0,96,[Range],29.700,-2.500,-39.600,-0.360,1,b4w,2.000
Sun Mar 24 20:08:47 2024,0,93,[Range],69.900,1.800,-77.400,-2.880,0,b4w,31.000
Sun Mar 24 20:08:49 2024,0,93,[Range],29.200,1.000,-77.400,-1.440,0,b4w,38.000
Sun Mar 24 20:09:37 2024,0,91,[Range],69.600,0.300,-48.960,-0.360,1,b4w,6.000
Sun Mar 24 20:09:40 2024,0,91,[Range],29.400,0.400,-52.200,-0.360,1,b4w,9.000
Sun Mar 24 20:10:20 2024,0,102,[Range],69.600,2.600,-82.080,0.000,0,b4w,4.000
