time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Apr  3 11:16:03 2024,0,63,[Range],59.400,-0.500,-101.520,-0.720,1,b4w,3.000
Wed Apr  3 11:16:04 2024,0,63,[Range],39.900,-1.400,-101.520,-2.520,1,b4w,8.000
Wed Apr  3 11:16:05 2024,0,36,[Range],59.700,2.200,-47.880,-1.440,0,b4w,25.000
Wed Apr  3 11:16:06 2024,0,46,[Range],59.700,-1.000,-67.680,-0.360,1,b4w,24.000
Wed Apr  3 11:16:07 2024,0,36,[Range],39.400,1.300,-47.880,-2.520,0,b4w,26.000
Wed Apr  3 11:16:07 2024,0,46,[Range],39.400,-1.200,-68.400,0.360,1,b4w,47.000
Wed Apr  3 11:16:49 2024,0,42,[Range],59.700,2.200,-78.480,-1.800,0,b4w,9.000
Wed Apr  3 11:16:50 2024,0,42,[Range],39.200,1.200,-77.040,-3.960,0,b4w,6.000
Wed Apr  3 11:17:11 2024,0,29,[Range],59.200,-0.900,-74.160,-1.440,1,b4w,19.000
Wed Apr  3 11:17:12 2024,0,29,[Range],39.900,-1.200,-73.800,-1.800,1,b4w,20.000
