time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Apr  3 22:00:03 2024,0,50,[Range],59.500,1.200,-66.240,-3.960,0,b4w,22.000
Wed Apr  3 22:00:04 2024,0,50,[Range],39.400,1.000,-66.600,-1.440,0,b4w,53.000
Wed Apr  3 22:00:06 2024,0,59,[Range],59.400,-2.600,-41.760,0.000,1,b4w,2.000
Wed Apr  3 22:00:07 2024,0,38,[Range],39.700,-2.400,-41.400,0.000,1,b4w,6.000
Wed Apr  3 22:00:42 2024,0,62,[Range],59.500,-2.100,-33.120,0.000,1,b4w,0.000
Wed Apr  3 22:00:45 2024,0,62,[Range],39.600,-2.700,-33.480,-0.360,1,b4w,6.000
Wed Apr  3 22:01:32 2024,0,36,[Range],59.600,-1.100,-41.760,-0.360,1,b4w,22.000
Wed Apr  3 22:01:32 2024,0,65,[Range],59.300,-1.500,-42.480,0.000,1,b4w,0.000
Wed Apr  3 22:01:33 2024,0,36,[Range],39.900,-1.400,-41.040,-0.720,1,b4w,24.000
Wed Apr  3 22:01:34 2024,0,44,[Range],59.600,1.400,-62.640,0.000,0,b4w,0.000
Wed Apr  3 22:01:35 2024,0,67,[Range],39.900,1.200,-59.760,-1.800,0,b4w,73.000
