Tue Mar 19 20:16:19 2024,0,182,[Range],49.000,0.900,-107.640,-2.880,0,b4w,6.000
Tue Mar 19 20:16:40 2024,0,183,[Range],49.500,-4.700,-27.720,0.000,1,b4w,30.000
Tue Mar 19 20:16:45 2024,0,197,[Range],49.700,-1.900,-30.240,0.000,1,b4w,7.000
Tue Mar 19 20:17:18 2024,0,193,[Range],49.700,-1.000,-57.960,0.000,1,b4w,0.000
Tue Mar 19 20:17:34 2024,0,190,[Range],49.400,-2.000,-56.520,-3.240,1,b4w,39.000
Tue Mar 19 20:18:21 2024,0,195,[Range],49.900,-1.600,-50.400,-2.160,1,b4w,3.000
Tue Mar 19 20:18:23 2024,0,198,[Range],49.900,1.700,-80.280,-2.160,0,b4w,40.000
Tue Mar 19 20:18:28 2024,0,201,[Range],49.700,1.400,-61.560,-2.880,0,b4w,32.000
Tue Mar 19 20:18:29 2024,0,202,[Range],49.700,-4.200,-33.120,0.000,1,b4w,6.000
Tue Mar 19 20:18:31 2024,0,199,[Range],49.600,1.800,-70.920,-1.440,0,b4w,15.000
Tue Mar 19 20:18:32 2024,0,200,[Range],49.700,-1.000,-42.480,-0.360,1,b4w,15.000
Tue Mar 19 20:18:35 2024,0,203,[Range],49.700,0.900,-83.880,-1.800,0,b4w,6.000
