time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 17 12:37:52 2024,0,115,[Range],69.400,-0.300,-63.360,-0.360,1,b4w,45.000
Sun Mar 17 12:38:10 2024,0,116,[Range],69.900,-0.100,-68.040,0.000,1,b4w,3.000
Sun Mar 17 12:39:22 2024,0,118,[Speed],36.500,-1.200,-83.880,0.000,1,b4w,4.000
Sun Mar 17 12:39:34 2024,0,119,[Range],69.900,2.700,-65.520,-1.080,0,b4w,15.000
Sun Mar 17 12:39:39 2024,0,120,[Range],69.600,-3.300,-54.360,-0.360,1,b4w,4.000
Sun Mar 17 12:41:10 2024,0,126,[Range],69.900,-3.900,-33.480,0.000,1,b4w,1.000
Sun Mar 17 12:41:20 2024,0,121,[Range],69.200,-0.500,-60.480,-0.360,1,b4w,5.000
Sun Mar 17 12:42:25 2024,0,128,[Range],69.600,-4.200,-37.440,0.000,1,b4w,1.000
Sun Mar 17 12:42:44 2024,0,127,[Range],69.300,0.300,-55.080,-0.720,1,b4w,16.000
Sun Mar 17 12:43:28 2024,0,132,[Range],69.500,-0.600,-42.120,-1.440,1,b4w,4.000
Sun Mar 17 12:43:44 2024,0,130,[Range],69.800,-1.700,-53.280,0.000,1,b4w,0.000
Sun Mar 17 12:43:56 2024,0,133,[Range],69.700,-4.300,-34.560,0.000,1,b4w,1.000
Sun Mar 17 12:44:24 2024,0,134,[Range],69.100,-0.900,-72.000,-0.360,1,b4w,9.000
Sun Mar 17 12:44:36 2024,0,137,[Range],69.700,0.000,-52.200,-1.800,1,b4w,25.000
Sun Mar 17 12:44:54 2024,0,138,[Range],69.700,2.500,-78.840,-0.720,0,b4w,54.000
Sun Mar 17 12:44:56 2024,0,138,[Speed],15.200,0.400,-81.360,-2.520,1,b4w,36.000
Sun Mar 17 12:47:10 2024,0,136,[Range],69.900,-3.700,-37.080,0.000,1,b4w,1.000
Sun Mar 17 12:47:11 2024,0,147,[Range],69.700,2.700,-52.560,-0.720,0,b4w,37.000
Sun Mar 17 12:47:20 2024,0,149,[Range],69.200,-1.000,-77.040,0.000,1,b4w,4.000
Sun Mar 17 12:47:40 2024,0,144,[Range],69.400,2.700,-56.880,-0.720,0,b4w,17.000
Sun Mar 17 12:48:56 2024,0,140,[Range],69.700,-0.500,-79.200,0.000,1,b4w,3.000
Sun Mar 17 12:49:04 2024,0,143,[Range],69.400,2.600,-66.240,-0.720,0,b4w,21.000
Sun Mar 17 12:49:09 2024,0,146,[Range],69.700,2.900,-57.240,-0.360,0,b4w,15.000
Sun Mar 17 12:49:22 2024,0,150,[Range],69.700,-3.000,-42.120,-1.080,1,b4w,6.000
Sun Mar 17 12:49:30 2024,0,151,[Range],69.500,-0.400,-56.160,0.000,1,b4w,6.000
Sun Mar 17 12:49:58 2024,0,152,[Range],69.500,2.900,-67.680,0.000,0,b4w,5.000
Sun Mar 17 12:51:03 2024,0,135,[Speed],13.700,-2.800,-79.920,0.000,1,b4w,0.000
Sun Mar 17 12:51:14 2024,0,153,[Range],69.900,-0.500,-28.800,-0.360,1,b4w,31.000
Sun Mar 17 12:51:15 2024,0,148,[Range],69.600,-1.800,-30.240,0.000,1,b4w,0.000
Sun Mar 17 12:51:18 2024,0,154,[Range],69.000,2.500,-81.720,0.000,0,b4w,3.000
Sun Mar 17 12:51:55 2024,0,156,[Range],69.700,-3.300,-39.600,-0.720,1,b4w,12.000
Sun Mar 17 12:52:44 2024,0,170,[Range],69.900,-1.400,-46.800,-1.080,1,b4w,11.000
Sun Mar 17 12:52:52 2024,0,162,[Range],69.700,-3.900,-51.840,0.000,1,b4w,1.000
Sun Mar 17 12:53:39 2024,0,157,[Range],69.700,-3.800,-40.320,0.000,1,b4w,0.000
Sun Mar 17 12:53:44 2024,0,161,[Range],69.300,2.500,-61.920,-1.080,0,b4w,14.000
Sun Mar 17 12:54:00 2024,0,158,[Speed],35.600,-1.800,-83.880,0.000,1,b4w,5.000
Sun Mar 17 12:54:13 2024,0,168,[Range],69.500,2.800,-60.840,-2.160,0,b4w,36.000
Sun Mar 17 12:54:14 2024,0,172,[Range],69.900,2.800,-60.840,0.000,0,b4w,21.000
Sun Mar 17 12:54:40 2024,0,165,[Range],69.600,-3.500,-50.400,-0.360,1,b4w,13.000
Sun Mar 17 12:54:49 2024,0,164,[Range],69.500,-0.900,-75.240,0.000,1,b4w,4.000
Sun Mar 17 12:54:59 2024,0,176,[Range],69.700,1.900,-44.280,-1.800,0,b4w,24.000
Sun Mar 17 12:55:08 2024,0,175,[Range],69.500,-0.900,-46.800,-1.080,1,b4w,16.000
Sun Mar 17 12:55:32 2024,0,177,[Range],69.600,-1.200,-53.280,-1.800,1,b4w,15.000
Sun Mar 17 12:55:36 2024,0,174,[Range],69.600,-1.100,-48.240,0.000,1,b4w,4.000
Sun Mar 17 12:56:07 2024,0,171,[Range],69.400,-0.100,-60.120,-1.800,1,b4w,19.000
Sun Mar 17 12:56:22 2024,0,169,[Range],69.700,-3.800,-44.640,-0.720,1,b4w,5.000
