time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Apr  3 14:39:36 2024,0,173,[Range],59.500,1.000,-137.880,0.000,0,b4w,4.000
Wed Apr  3 14:40:03 2024,0,185,[Range],59.500,1.100,-97.200,-1.080,0,b4w,6.000
Wed Apr  3 14:40:04 2024,0,185,[Range],39.400,0.600,-96.480,-2.160,0,b4w,5.000
Wed Apr  3 14:40:05 2024,0,164,[Range],39.300,-3.700,-64.080,0.000,1,b4w,4.000
Wed Apr  3 14:40:32 2024,0,180,[Range],59.300,-0.800,-96.480,-0.360,1,b4w,5.000
Wed Apr  3 14:40:33 2024,0,180,[Range],39.200,-1.400,-96.840,-1.800,1,b4w,10.000
Wed Apr  3 14:40:46 2024,0,186,[Range],58.500,2.600,-113.400,0.000,0,b4w,5.000
Wed Apr  3 14:40:47 2024,0,186,[Range],39.700,2.100,-113.040,-1.080,0,b4w,6.000
Wed Apr  3 14:41:08 2024,0,192,[Range],59.400,-2.000,-57.240,0.000,1,b4w,4.000
Wed Apr  3 14:41:09 2024,0,192,[Range],39.400,-2.200,-59.040,-0.360,1,b4w,8.000
Wed Apr  3 14:41:39 2024,0,178,[Range],58.800,1.900,-94.680,-0.720,0,b4w,8.000
Wed Apr  3 14:41:40 2024,0,178,[Range],39.100,1.000,-95.040,-2.880,0,b4w,24.000
Wed Apr  3 14:41:41 2024,0,168,[Range],59.500,-1.600,-48.600,-1.440,1,b4w,27.000
Wed Apr  3 14:41:42 2024,0,168,[Range],39.900,-1.600,-47.880,1.440,1,b4w,80.000
Wed Apr  3 14:41:54 2024,0,205,[Range],59.300,-1.100,-48.240,-1.800,1,b4w,26.000
Wed Apr  3 14:41:55 2024,0,205,[Range],39.900,-1.100,-48.240,0.000,1,b4w,23.000
Wed Apr  3 14:42:04 2024,0,190,[Range],59.900,-1.400,-25.560,0.000,1,b4w,44.000
Wed Apr  3 14:42:05 2024,0,191,[Range],59.200,1.900,-52.560,-2.160,0,b4w,24.000
Wed Apr  3 14:42:07 2024,0,191,[Range],39.600,1.000,-52.560,-2.880,0,b4w,23.000
Wed Apr  3 14:42:07 2024,0,190,[Range],39.800,-1.700,-27.360,0.000,1,b4w,41.000
Wed Apr  3 14:42:07 2024,0,201,[Range],39.400,2.900,-52.560,0.000,0,b4w,14.000
Wed Apr  3 14:42:25 2024,0,194,[Range],59.500,-1.100,-33.480,-0.360,1,b4w,27.000
Wed Apr  3 14:42:27 2024,0,194,[Range],39.800,-1.300,-34.920,-0.360,1,b4w,24.000
Wed Apr  3 14:42:28 2024,0,183,[Range],58.500,2.500,-124.920,-0.360,0,b4w,32.000
Wed Apr  3 14:42:29 2024,0,183,[Range],39.500,1.800,-125.280,-1.800,0,b4w,6.000
Wed Apr  3 14:42:49 2024,0,189,[Range],59.500,-1.200,-49.680,-1.800,1,b4w,65.000
Wed Apr  3 14:42:51 2024,0,189,[Range],39.800,-1.400,-49.680,0.360,1,b4w,88.000
Wed Apr  3 14:43:02 2024,0,204,[Range],59.400,-1.000,-42.120,-0.720,1,b4w,24.000
Wed Apr  3 14:43:04 2024,0,204,[Range],39.500,-1.200,-42.120,0.000,1,b4w,27.000
Wed Apr  3 14:43:05 2024,0,222,[Range],59.800,-0.800,-42.480,0.000,1,b4w,52.000
Wed Apr  3 14:43:07 2024,0,222,[Range],39.600,-0.800,-45.000,-0.360,1,b4w,76.000
Wed Apr  3 14:43:44 2024,0,207,[Range],59.000,-0.800,-98.280,0.000,1,b4w,5.000
Wed Apr  3 14:43:45 2024,0,207,[Range],38.600,-1.200,-97.920,-0.720,1,b4w,5.000
Wed Apr  3 14:44:09 2024,0,198,[Range],59.400,1.700,-75.240,-2.160,0,b4w,16.000
Wed Apr  3 14:44:09 2024,0,198,[Range],39.900,1.100,-74.880,-2.160,0,b4w,24.000
Wed Apr  3 14:45:00 2024,0,210,[Range],59.600,2.700,-99.000,-0.720,0,b4w,8.000
Wed Apr  3 14:45:01 2024,0,210,[Range],39.100,1.300,-98.640,-5.040,0,b4w,6.000
Wed Apr  3 14:45:06 2024,0,215,[Range],59.500,-1.600,-50.400,-1.800,1,b4w,14.000
Wed Apr  3 14:45:07 2024,0,206,[Range],59.600,-0.900,-50.040,0.000,1,b4w,0.000
Wed Apr  3 14:45:08 2024,0,215,[Range],39.400,-2.200,-50.400,-1.800,1,b4w,16.000
Wed Apr  3 14:45:58 2024,0,216,[Range],39.600,-5.000,-36.360,0.000,0,b4w,0.000
Wed Apr  3 14:46:33 2024,0,202,[Range],59.200,2.100,-79.200,-1.440,0,b4w,50.000
Wed Apr  3 14:46:34 2024,0,202,[Range],39.400,1.100,-79.200,-3.960,0,b4w,47.000
Wed Apr  3 14:46:40 2024,0,219,[Range],58.700,1.700,-113.400,-2.520,0,b4w,5.000
Wed Apr  3 14:46:41 2024,0,219,[Range],38.500,0.900,-111.960,-3.600,0,b4w,6.000
Wed Apr  3 14:46:44 2024,0,233,[Range],39.400,-4.100,-50.760,0.000,1,b4w,2.000
Wed Apr  3 14:47:00 2024,0,225,[Range],39.500,-4.900,-34.920,0.000,1,b4w,1.000
Wed Apr  3 14:47:17 2024,0,226,[Range],59.800,0.800,-118.440,0.000,0,b4w,7.000
Wed Apr  3 14:47:18 2024,0,226,[Range],38.600,0.600,-117.720,-0.360,0,b4w,9.000
Wed Apr  3 14:48:11 2024,0,232,[Range],59.300,1.600,-53.640,-3.600,0,b4w,23.000
Wed Apr  3 14:48:12 2024,0,232,[Range],39.300,1.000,-54.000,-2.160,0,b4w,27.000
Wed Apr  3 14:48:14 2024,0,213,[Range],59.800,-1.500,-36.000,-1.080,1,b4w,32.000
Wed Apr  3 14:48:15 2024,0,241,[Range],59.300,2.300,-85.680,-2.520,0,b4w,5.000
Wed Apr  3 14:48:15 2024,0,209,[Range],59.700,-2.700,-36.360,0.000,1,b4w,11.000
Wed Apr  3 14:48:15 2024,0,241,[Range],39.000,1.200,-86.040,-3.960,0,b4w,8.000
Wed Apr  3 14:48:16 2024,0,213,[Range],39.800,-1.500,-37.440,0.000,1,b4w,31.000
Wed Apr  3 14:48:17 2024,0,209,[Range],39.600,-2.300,-37.800,1.080,1,b4w,3.000
Wed Apr  3 14:48:17 2024,0,237,[Range],59.100,2.000,-68.400,-2.880,0,b4w,23.000
Wed Apr  3 14:48:18 2024,0,237,[Range],39.300,1.300,-66.960,-2.520,0,b4w,37.000
Wed Apr  3 14:48:53 2024,0,244,[Range],59.500,-1.300,-42.120,-1.080,1,b4w,24.000
Wed Apr  3 14:48:53 2024,0,229,[Range],59.600,2.400,-68.760,-1.800,0,b4w,18.000
Wed Apr  3 14:48:54 2024,0,229,[Range],39.800,1.600,-68.760,-2.520,0,b4w,19.000
Wed Apr  3 14:48:55 2024,0,239,[Range],39.100,1.600,-70.200,0.000,0,b4w,5.000
Wed Apr  3 14:49:24 2024,0,221,[Range],59.800,-3.900,-33.840,0.000,1,b4w,3.000
Wed Apr  3 14:49:27 2024,0,221,[Range],39.800,-3.300,-34.560,1.080,1,b4w,7.000
Wed Apr  3 14:50:05 2024,0,240,[Range],59.800,-0.800,-67.320,0.000,1,b4w,6.000
Wed Apr  3 14:50:06 2024,0,240,[Range],39.100,-1.200,-68.040,-1.080,1,b4w,6.000
Wed Apr  3 14:50:10 2024,0,3,[Range],59.300,2.000,-81.720,-1.440,0,b4w,36.000
Wed Apr  3 14:50:11 2024,0,3,[Range],39.200,1.200,-81.720,-2.520,0,b4w,37.000
Wed Apr  3 14:50:16 2024,0,242,[Range],59.700,1.800,-91.080,-2.520,0,b4w,6.000
Wed Apr  3 14:50:16 2024,0,242,[Range],39.600,1.000,-91.080,-3.600,0,b4w,6.000
Wed Apr  3 14:50:24 2024,0,220,[Range],59.600,-1.300,-43.920,-0.360,1,b4w,30.000
Wed Apr  3 14:50:26 2024,0,220,[Range],39.900,-1.700,-43.920,-1.080,1,b4w,33.000
Wed Apr  3 14:50:39 2024,0,251,[Range],59.000,0.700,-69.480,0.000,0,b4w,44.000
Wed Apr  3 14:50:40 2024,0,251,[Range],39.900,-0.700,-69.480,-3.600,1,b4w,42.000
Wed Apr  3 14:50:43 2024,0,245,[Range],59.500,-1.800,-43.560,-2.880,1,b4w,13.000
Wed Apr  3 14:50:44 2024,0,245,[Range],39.400,-2.400,-43.560,-1.080,1,b4w,17.000
Wed Apr  3 14:50:47 2024,0,224,[Range],59.300,1.900,-90.360,-1.080,0,b4w,5.000
Wed Apr  3 14:50:48 2024,0,224,[Range],39.300,1.100,-90.720,-2.880,0,b4w,4.000
Wed Apr  3 14:51:00 2024,0,246,[Range],59.600,-4.500,-43.920,-0.360,1,b4w,5.000
Wed Apr  3 14:51:01 2024,0,246,[Range],39.800,-4.300,-45.000,0.000,1,b4w,6.000
Wed Apr  3 14:51:22 2024,0,249,[Range],59.500,1.300,-88.920,-2.880,0,b4w,5.000
Wed Apr  3 14:51:23 2024,0,249,[Range],39.900,0.800,-88.560,-2.520,0,b4w,7.000
Wed Apr  3 14:51:47 2024,0,4,[Range],59.800,1.900,-70.920,-3.960,0,b4w,8.000
Wed Apr  3 14:51:48 2024,0,4,[Range],39.200,1.000,-70.920,-3.960,0,b4w,8.000
Wed Apr  3 14:51:50 2024,0,248,[Range],39.600,-1.700,-54.360,-1.080,1,b4w,20.000
Wed Apr  3 14:52:25 2024,0,253,[Range],59.800,-4.600,-40.320,-1.800,1,b4w,8.000
Wed Apr  3 14:52:26 2024,0,26,[Range],39.800,0.000,-71.640,-2.880,1,b4w,4.000
Wed Apr  3 14:52:27 2024,0,253,[Range],39.400,-4.400,-41.040,0.000,1,b4w,14.000
Wed Apr  3 14:53:00 2024,0,20,[Range],59.300,-1.200,-50.400,-1.800,1,b4w,33.000
Wed Apr  3 14:53:02 2024,0,20,[Range],39.500,-1.500,-50.040,-0.720,1,b4w,55.000
Wed Apr  3 14:53:04 2024,0,1,[Range],59.200,-1.100,-56.880,-2.160,1,b4w,4.000
Wed Apr  3 14:53:05 2024,0,1,[Range],39.400,-1.100,-59.040,-0.720,1,b4w,7.000
Wed Apr  3 14:54:14 2024,0,13,[Range],59.700,1.200,-104.400,-0.360,0,b4w,4.000
Wed Apr  3 14:54:15 2024,0,13,[Range],39.400,0.300,-104.040,-2.160,1,b4w,5.000
Wed Apr  3 14:54:39 2024,0,6,[Range],58.900,2.300,-78.840,-1.800,0,b4w,24.000
Wed Apr  3 14:54:40 2024,0,6,[Range],39.600,1.600,-78.480,-2.160,0,b4w,24.000
Wed Apr  3 14:54:57 2024,0,10,[Range],59.500,-2.500,-52.200,0.000,1,b4w,20.000
Wed Apr  3 14:54:59 2024,0,10,[Range],39.400,-2.400,-55.440,0.000,1,b4w,36.000
Wed Apr  3 14:55:15 2024,0,27,[Range],59.900,-1.100,-51.840,0.000,1,b4w,5.000
Wed Apr  3 14:55:16 2024,0,27,[Range],39.800,-1.500,-55.440,-0.720,1,b4w,9.000
Wed Apr  3 14:55:29 2024,0,227,[Range],59.300,-0.700,-90.360,0.000,1,b4w,5.000
