Tue Mar 19 19:24:57 2024,0,169,[Range],49.900,1.800,-60.840,-3.240,0,b4w,92.000
Tue Mar 19 19:24:58 2024,0,160,[Range],49.500,1.800,-61.200,-2.880,0,b4w,39.000
Tue Mar 19 19:24:58 2024,0,175,[Range],49.200,2.100,-60.480,0.000,0,b4w,5.000
Tue Mar 19 19:24:59 2024,0,170,[Range],49.300,2.100,-60.840,0.000,0,b4w,0.000
Tue Mar 19 19:25:13 2024,0,180,[Range],49.700,2.000,-61.560,-3.600,0,b4w,26.000
Tue Mar 19 19:25:15 2024,0,174,[Range],49.700,-1.100,-46.080,-0.360,1,b4w,31.000
Tue Mar 19 19:25:37 2024,0,176,[Range],49.800,-0.900,-52.200,-0.360,1,b4w,24.000
Tue Mar 19 19:25:41 2024,0,179,[Range],49.500,0.800,-62.280,-0.720,0,b4w,22.000
Tue Mar 19 19:26:02 2024,0,177,[Range],49.500,1.500,-114.840,-2.160,0,b4w,4.000
Tue Mar 19 19:26:03 2024,0,178,[Range],49.300,-2.800,-52.560,0.000,1,b4w,6.000
Tue Mar 19 19:26:05 2024,0,182,[Range],49.700,-2.300,-57.240,0.000,1,b4w,4.000
