time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 13:34:41 2024,0,13,[Range],49.300,1.100,-78.840,-4.680,0,b4w,21.000
Wed Mar 20 13:35:11 2024,0,21,[Range],49.800,2.200,-87.120,-1.080,0,b4w,6.000
Wed Mar 20 13:35:20 2024,0,26,[Range],49.300,-1.200,-58.680,-2.520,1,b4w,29.000
Wed Mar 20 13:35:54 2024,0,29,[Range],49.700,-2.300,-37.080,0.000,1,b4w,16.000
Wed Mar 20 13:35:59 2024,0,19,[Range],49.800,-3.600,-53.640,0.000,1,b4w,4.000
Wed Mar 20 13:36:05 2024,0,20,[Range],49.700,-4.100,-41.760,0.000,1,b4w,5.000
Wed Mar 20 13:40:41 2024,0,9,[Range],49.800,-1.300,-41.400,0.000,1,b4w,23.000
Wed Mar 20 13:40:53 2024,0,3,[Range],49.100,-1.300,-74.520,-2.160,1,b4w,6.000
Wed Mar 20 13:40:55 2024,0,5,[Range],49.800,1.500,-83.160,-3.600,0,b4w,9.000
Wed Mar 20 13:41:28 2024,0,4,[Range],49.700,-1.000,-63.000,-2.160,1,b4w,52.000
Wed Mar 20 13:41:30 2024,0,10,[Range],49.700,-1.500,-61.920,-2.160,1,b4w,51.000
