Tue Mar 19 19:42:40 2024,0,9,[Range],49.300,1.500,-69.480,-5.400,0,b4w,58.000
Tue Mar 19 19:43:44 2024,0,4,[Range],49.600,-2.600,-34.920,-1.800,1,b4w,3.000
Tue Mar 19 19:43:48 2024,0,10,[Range],49.900,-3.400,-38.520,0.000,1,b4w,4.000
Tue Mar 19 19:43:51 2024,0,5,[Range],49.900,-1.200,-52.560,0.000,1,b4w,6.000
Tue Mar 19 19:43:53 2024,0,8,[Range],49.000,1.600,-74.880,-2.160,0,b4w,4.000
Tue Mar 19 19:44:25 2024,0,11,[Range],49.500,1.600,-78.120,-1.440,0,b4w,13.000
Tue Mar 19 19:46:25 2024,0,13,[Range],49.900,-5.200,-40.680,0.000,0,b4w,2.000
Tue Mar 19 19:46:38 2024,0,21,[Range],49.400,-3.800,-52.200,-0.360,1,b4w,1.000
Tue Mar 19 19:46:42 2024,0,18,[Range],49.700,-3.100,-36.720,0.000,1,b4w,3.000
Tue Mar 19 19:46:54 2024,0,16,[Range],49.000,1.800,-92.520,-1.440,0,b4w,11.000
