time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 27 18:18:29 2024,0,7,[Range],39.300,-2.800,-55.800,0.000,1,b4w,5.000
Wed Mar 27 18:18:33 2024,0,196,[Range],59.300,-2.100,-45.720,0.000,1,b4w,3.000
Wed Mar 27 18:18:35 2024,0,196,[Range],39.800,-2.400,-45.720,-0.720,1,b4w,5.000
Wed Mar 27 18:18:39 2024,0,250,[Range],59.000,1.500,-108.000,-0.720,0,b4w,24.000
Wed Mar 27 18:18:40 2024,0,250,[Range],39.700,1.100,-106.560,-1.800,0,b4w,7.000
Wed Mar 27 18:19:01 2024,0,224,[Range],59.700,-2.200,-29.520,-0.360,1,b4w,31.000
Wed Mar 27 18:19:03 2024,0,224,[Range],39.900,-1.200,-36.360,2.160,1,b4w,33.000
Wed Mar 27 18:19:13 2024,0,251,[Range],59.200,1.500,-87.480,-0.720,0,b4w,6.000
Wed Mar 27 18:19:14 2024,0,251,[Range],39.800,1.400,-87.120,-0.720,0,b4w,7.000
Wed Mar 27 18:20:38 2024,0,0,[Range],59.600,1.900,-90.360,-2.880,0,b4w,8.000
Wed Mar 27 18:20:39 2024,0,0,[Range],39.600,1.100,-90.000,-3.960,0,b4w,10.000
Wed Mar 27 18:20:48 2024,0,217,[Range],59.600,-0.800,-37.800,-1.080,1,b4w,45.000
Wed Mar 27 18:20:50 2024,0,217,[Range],39.800,-1.100,-36.720,-0.360,1,b4w,68.000
Wed Mar 27 18:21:11 2024,0,38,[Range],59.500,-1.100,-52.560,-2.160,1,b4w,24.000
Wed Mar 27 18:21:13 2024,0,38,[Range],39.400,-1.400,-52.920,-0.360,1,b4w,40.000
Wed Mar 27 18:21:51 2024,0,230,[Range],59.600,1.700,-87.480,-3.240,0,b4w,4.000
Wed Mar 27 18:21:52 2024,0,230,[Range],39.100,1.200,-87.120,-2.520,0,b4w,6.000
Wed Mar 27 18:22:36 2024,0,191,[Range],59.600,-1.100,-42.120,-1.440,1,b4w,23.000
Wed Mar 27 18:22:36 2024,0,248,[Range],59.500,-0.600,-42.120,0.000,1,b4w,21.000
Wed Mar 27 18:22:37 2024,0,191,[Range],39.600,-1.400,-41.760,-0.360,1,b4w,104.000
Wed Mar 27 18:22:38 2024,0,248,[Range],39.700,-0.900,-41.040,0.000,1,b4w,18.000
Wed Mar 27 18:22:55 2024,0,42,[Range],59.500,-4.400,-39.240,-2.520,1,b4w,1.000
Wed Mar 27 18:22:57 2024,0,42,[Range],39.800,-4.600,-40.320,-1.080,1,b4w,2.000
Wed Mar 27 18:23:19 2024,0,15,[Range],59.500,-0.900,-91.440,-0.720,1,b4w,4.000
