time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 20:14:42 2024,0,111,[Range],69.300,2.600,-75.600,-1.440,0,b4w,29.000
Sun Mar 24 20:14:44 2024,0,111,[Range],29.800,1.300,-75.600,-2.160,0,b4w,49.000
Sun Mar 24 20:14:47 2024,0,138,[Range],69.800,-2.100,-35.280,0.000,1,b4w,1.000
Sun Mar 24 20:14:51 2024,0,138,[Range],29.900,-3.100,-36.000,-0.720,1,b4w,0.000
Sun Mar 24 20:15:05 2024,0,140,[Range],29.700,-2.500,-56.160,0.000,1,b4w,6.000
Sun Mar 24 20:15:41 2024,0,130,[Range],29.400,-2.000,-86.760,0.000,1,b4w,6.000
Sun Mar 24 20:15:50 2024,0,150,[Range],68.800,0.100,-85.680,0.000,1,b4w,24.000
Sun Mar 24 20:15:52 2024,0,150,[Range],29.700,-1.100,-83.160,-0.720,1,b4w,33.000
Sun Mar 24 20:15:53 2024,0,135,[Range],69.500,2.300,-62.640,-3.600,0,b4w,27.000
Sun Mar 24 20:15:54 2024,0,165,[Range],69.800,2.700,-63.720,0.000,0,b4w,0.000
Sun Mar 24 20:15:56 2024,0,135,[Range],29.800,1.200,-61.920,-1.800,0,b4w,49.000
Sun Mar 24 20:16:07 2024,0,176,[Range],69.300,2.200,-85.320,-0.360,0,b4w,19.000
Sun Mar 24 20:16:08 2024,0,176,[Range],29.300,0.700,-84.960,-3.240,0,b4w,11.000
Sun Mar 24 20:16:11 2024,0,153,[Range],29.700,-1.100,-40.320,-0.360,1,b4w,1.000
Sun Mar 24 20:16:13 2024,0,173,[Range],69.500,2.400,-51.120,-3.240,0,b4w,21.000
Sun Mar 24 20:16:16 2024,0,173,[Range],29.400,1.400,-51.120,0.000,0,b4w,25.000
Sun Mar 24 20:17:03 2024,0,147,[Range],69.600,-0.200,-44.280,-1.080,1,b4w,73.000
Sun Mar 24 20:17:04 2024,0,175,[Range],69.600,0.000,-44.280,-1.800,1,b4w,2.000
Sun Mar 24 20:17:06 2024,0,141,[Range],69.300,3.000,-63.000,-0.720,0,b4w,5.000
Sun Mar 24 20:17:06 2024,0,147,[Range],29.600,-1.600,-43.920,0.720,1,b4w,93.000
Sun Mar 24 20:17:07 2024,0,136,[Range],29.900,-1.200,-44.280,-0.360,1,b4w,5.000
Sun Mar 24 20:17:08 2024,0,162,[Range],29.400,1.500,-65.160,-1.800,0,b4w,8.000
Sun Mar 24 20:18:54 2024,0,154,[Range],69.700,-2.400,-38.880,0.000,1,b4w,1.000
Sun Mar 24 20:18:58 2024,0,154,[Range],29.900,-2.800,-38.520,-0.360,1,b4w,0.000
Sun Mar 24 20:19:00 2024,0,157,[Range],69.600,-1.300,-38.160,-0.360,1,b4w,10.000
Sun Mar 24 20:19:03 2024,0,157,[Range],29.900,-1.800,-40.680,0.360,1,b4w,19.000
Sun Mar 24 20:19:47 2024,0,169,[Range],69.200,2.300,-81.360,0.000,0,b4w,5.000
Sun Mar 24 20:19:49 2024,0,169,[Range],29.500,1.300,-82.080,-2.160,0,b4w,5.000
Sun Mar 24 20:19:52 2024,0,167,[Range],29.300,-1.700,-55.080,1.080,1,b4w,8.000
Sun Mar 24 20:19:55 2024,0,166,[Range],69.800,-1.100,-55.080,-3.600,1,b4w,22.000
Sun Mar 24 20:19:58 2024,0,166,[Range],29.400,-2.000,-55.440,-1.080,1,b4w,64.000
Sun Mar 24 20:20:16 2024,0,174,[Range],69.500,-3.900,-36.360,0.000,1,b4w,2.000
Sun Mar 24 20:20:18 2024,0,204,[Range],69.400,-2.000,-49.320,0.000,1,b4w,2.000
Sun Mar 24 20:20:20 2024,0,174,[Range],29.800,-4.600,-36.000,-0.720,1,b4w,2.000
Sun Mar 24 20:20:21 2024,0,204,[Range],29.300,-2.300,-48.960,-0.360,1,b4w,4.000
Sun Mar 24 20:20:42 2024,0,160,[Range],69.600,2.200,-77.760,-3.240,0,b4w,56.000
Sun Mar 24 20:20:43 2024,0,178,[Range],69.100,-0.100,-70.200,0.000,1,b4w,4.000
Sun Mar 24 20:20:45 2024,0,178,[Range],29.900,-1.600,-68.040,-1.800,1,b4w,8.000
Sun Mar 24 20:21:21 2024,0,164,[Range],69.900,1.800,-43.920,-2.880,0,b4w,28.000
Sun Mar 24 20:21:24 2024,0,164,[Range],29.800,1.700,-43.920,0.000,0,b4w,43.000
Sun Mar 24 20:21:28 2024,0,177,[Range],29.900,-4.800,-19.080,0.000,1,b4w,1.000
Sun Mar 24 20:21:43 2024,0,189,[Range],29.600,-4.700,-32.760,0.000,1,b4w,0.000
Sun Mar 24 20:21:51 2024,0,182,[Range],29.700,-4.100,-39.600,0.000,1,b4w,1.000
Sun Mar 24 20:22:12 2024,0,188,[Range],29.500,-1.900,-54.360,0.000,1,b4w,4.000
Sun Mar 24 20:22:12 2024,0,172,[Range],69.800,-0.700,-70.200,-3.600,1,b4w,8.000
Sun Mar 24 20:22:14 2024,0,172,[Range],29.900,-1.000,-70.200,-0.360,1,b4w,8.000
Sun Mar 24 20:22:48 2024,0,171,[Range],29.700,-2.800,-33.120,-0.360,1,b4w,6.000
Sun Mar 24 20:23:22 2024,0,194,[Range],30.700,-1.100,72.000,0.000,1,b4w,8.000
Sun Mar 24 20:23:26 2024,0,192,[Range],69.600,1.200,-41.760,-2.160,0,b4w,31.000
Sun Mar 24 20:23:30 2024,0,192,[Range],29.700,0.100,-42.840,-1.440,1,b4w,35.000
Sun Mar 24 20:23:31 2024,0,212,[Range],29.500,-1.800,-36.360,0.000,1,b4w,17.000
Sun Mar 24 20:23:33 2024,0,197,[Range],69.700,-0.200,-55.800,-1.800,1,b4w,3.000
Sun Mar 24 20:23:34 2024,0,190,[Range],69.400,2.900,-46.800,-1.440,0,b4w,22.000
Sun Mar 24 20:23:35 2024,0,197,[Range],29.900,-0.700,-55.080,0.000,1,b4w,11.000
Sun Mar 24 20:23:37 2024,0,190,[Range],29.800,1.300,-47.160,-1.440,0,b4w,53.000
Sun Mar 24 20:24:22 2024,0,228,[Range],69.100,2.800,-80.280,0.000,0,b4w,6.000
Sun Mar 24 20:24:24 2024,0,228,[Range],29.300,0.800,-79.560,-2.880,0,b4w,23.000
Sun Mar 24 20:24:24 2024,0,185,[Range],69.800,-1.300,-37.440,0.000,1,b4w,35.000
Sun Mar 24 20:24:28 2024,0,185,[Range],29.600,-2.400,-38.880,0.000,1,b4w,36.000
Sun Mar 24 20:24:47 2024,0,202,[Range],68.500,2.600,-123.120,-1.440,0,b4w,4.000
Sun Mar 24 20:24:48 2024,0,202,[Range],29.300,0.900,-123.120,-3.960,0,b4w,22.000
Sun Mar 24 20:25:32 2024,0,187,[Range],69.900,-4.100,-39.600,0.000,1,b4w,1.000
Sun Mar 24 20:25:35 2024,0,187,[Range],29.900,-4.500,-42.480,-0.360,1,b4w,0.000
Sun Mar 24 20:25:53 2024,0,218,[Range],69.000,0.100,-88.560,-0.360,1,b4w,4.000
Sun Mar 24 20:25:55 2024,0,218,[Range],29.100,-1.500,-86.400,-2.880,1,b4w,10.000
Sun Mar 24 20:25:56 2024,0,180,[Range],69.100,0.100,-87.120,0.000,1,b4w,30.000
