time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 18:43:24 2024,0,96,[Range],69.800,0.100,-89.280,0.000,1,b4w,6.000
Sun Mar 24 18:43:26 2024,0,96,[Range],29.200,-1.600,-88.920,-3.240,1,b4w,7.000
Sun Mar 24 18:43:40 2024,0,109,[Range],69.800,-0.200,-80.640,-1.440,1,b4w,5.000
Sun Mar 24 18:43:42 2024,0,109,[Range],29.300,-1.700,-80.640,-2.880,1,b4w,6.000
Sun Mar 24 18:43:49 2024,0,73,[Range],29.800,-3.200,-47.880,0.000,1,b4w,3.000
Sun Mar 24 18:43:58 2024,0,100,[Range],69.600,2.500,-90.000,0.000,0,b4w,6.000
Sun Mar 24 18:44:00 2024,0,100,[Range],28.900,1.200,-88.200,-2.160,0,b4w,7.000
Sun Mar 24 18:44:02 2024,0,122,[Range],68.800,0.100,-104.400,0.000,1,b4w,4.000
Sun Mar 24 18:44:03 2024,0,122,[Range],29.800,-1.200,-103.680,-2.880,1,b4w,6.000
Sun Mar 24 18:44:19 2024,0,120,[Range],69.600,-2.000,-57.240,-0.720,1,b4w,4.000
Sun Mar 24 18:44:22 2024,0,120,[Range],29.400,-2.300,-61.200,-0.360,1,b4w,5.000
Sun Mar 24 18:44:41 2024,0,118,[Range],69.900,2.000,-57.600,-3.240,0,b4w,29.000
Sun Mar 24 18:44:43 2024,0,118,[Range],29.900,0.800,-57.960,-2.160,0,b4w,73.000
Sun Mar 24 18:45:15 2024,0,84,[Range],69.400,-0.700,-46.800,-1.800,1,b4w,43.000
Sun Mar 24 18:45:18 2024,0,84,[Range],29.400,-1.300,-46.080,0.000,1,b4w,86.000
Sun Mar 24 18:45:30 2024,0,132,[Range],69.700,-2.700,-37.440,0.000,1,b4w,3.000
Sun Mar 24 18:45:32 2024,0,123,[Range],29.500,-1.700,-57.960,-0.360,1,b4w,3.000
Sun Mar 24 18:45:33 2024,0,132,[Range],29.700,-2.900,-37.440,-0.360,1,b4w,4.000
