time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Wed Mar 20 13:05:12 2024,0,127,[Range],49.100,-1.100,-79.560,-2.880,1,b4w,5.000
Wed Mar 20 13:05:33 2024,0,144,[Range],49.400,1.700,-41.400,-0.720,0,b4w,47.000
Wed Mar 20 13:05:39 2024,0,165,[Range],49.400,-1.700,-99.720,0.000,1,b4w,8.000
Wed Mar 20 13:05:48 2024,0,153,[Range],49.400,-1.400,-57.240,-1.800,1,b4w,36.000
Wed Mar 20 13:06:08 2024,0,134,[Range],49.900,-1.400,-87.840,-2.520,1,b4w,5.000
Wed Mar 20 13:06:28 2024,0,156,[Range],49.900,-1.500,-51.840,-2.160,1,b4w,24.000
Wed Mar 20 13:06:31 2024,0,150,[Range],49.400,-0.700,-62.640,-2.160,1,b4w,23.000
Wed Mar 20 13:07:03 2024,0,159,[Range],49.300,1.300,-65.160,-1.800,0,b4w,54.000
Wed Mar 20 13:07:11 2024,0,151,[Range],49.500,1.500,-44.280,-2.160,0,b4w,23.000
Wed Mar 20 13:07:35 2024,0,162,[Range],49.500,-1.300,-56.160,-2.160,1,b4w,17.000
Wed Mar 20 13:07:44 2024,0,167,[Range],49.900,-2.700,-51.840,0.000,1,b4w,2.000
Wed Mar 20 13:08:01 2024,0,161,[Range],49.800,-4.400,-37.080,0.000,1,b4w,0.000
Wed Mar 20 13:08:13 2024,0,155,[Range],49.300,-1.600,-56.160,0.000,1,b4w,4.000
Wed Mar 20 13:08:32 2024,0,154,[Range],49.300,-2.300,-51.840,0.000,1,b4w,4.000
Wed Mar 20 13:09:54 2024,0,152,[Range],49.200,-1.000,-78.120,-2.880,1,b4w,6.000
Wed Mar 20 13:10:11 2024,0,171,[Range],49.700,-0.900,-103.320,-2.520,1,b4w,4.000
Wed Mar 20 13:10:21 2024,0,173,[Range],49.600,-1.500,-82.800,-3.240,1,b4w,21.000
Wed Mar 20 13:10:23 2024,0,170,[Range],49.900,1.600,-95.400,-1.800,0,b4w,5.000
Wed Mar 20 13:10:40 2024,0,169,[Range],49.700,-2.100,-60.120,0.000,1,b4w,2.000
Wed Mar 20 13:10:48 2024,0,168,[Range],49.900,-2.900,-59.040,0.000,1,b4w,2.000
Wed Mar 20 13:11:02 2024,0,172,[Range],49.800,-2.900,-47.880,0.000,1,b4w,2.000
Wed Mar 20 13:11:04 2024,0,160,[Range],48.600,1.800,-109.800,-1.440,0,b4w,29.000
