time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Tue Mar 19 15:56:41 2024,0,240,[Range],29.700,0.100,-37.800,0.360,1,b4w,23.000
Tue Mar 19 15:56:43 2024,0,241,[Range],28.900,-2.000,-105.480,-0.360,1,b4w,4.000
Tue Mar 19 15:56:48 2024,0,243,[Range],29.500,-4.100,-48.240,0.000,1,b4w,6.000
Tue Mar 19 15:57:07 2024,0,244,[Range],29.000,0.000,-81.000,0.000,1,b4w,9.000
Tue Mar 19 15:57:19 2024,0,242,[Range],29.800,-2.200,-75.240,0.720,1,b4w,6.000
Tue Mar 19 15:57:32 2024,0,246,[Range],29.600,0.000,-91.800,-0.360,1,b4w,6.000
Tue Mar 19 15:57:44 2024,0,245,[Range],29.400,0.300,-123.840,0.720,1,b4w,3.000
Tue Mar 19 15:58:07 2024,0,248,[Range],29.300,-0.200,-97.200,0.360,1,b4w,8.000
Tue Mar 19 15:58:34 2024,0,249,[Range],29.200,-2.900,-70.200,0.720,1,b4w,4.000
Tue Mar 19 15:58:37 2024,0,247,[Range],29.400,-0.800,-77.760,0.720,1,b4w,71.000
Tue Mar 19 15:58:43 2024,0,250,[Range],29.600,0.600,-54.720,0.000,0,b4w,31.000
Tue Mar 19 15:59:11 2024,0,252,[Range],29.700,-2.600,-33.840,1.440,1,b4w,75.000
Tue Mar 19 15:59:14 2024,0,251,[Range],29.600,-0.800,-42.840,0.000,1,b4w,63.000
Tue Mar 19 15:59:34 2024,0,255,[Range],29.600,-2.600,-45.000,1.800,1,b4w,44.000
Tue Mar 19 15:59:37 2024,0,254,[Range],29.900,0.200,-71.280,0.360,1,b4w,31.000
Tue Mar 19 16:00:33 2024,0,1,[Range],29.900,0.700,-69.840,0.720,0,b4w,5.000
Tue Mar 19 16:00:36 2024,0,0,[Range],29.900,-2.400,-44.280,1.800,1,b4w,113.000
Tue Mar 19 16:01:00 2024,0,4,[Range],29.900,0.300,-79.920,0.720,1,b4w,21.000
Tue Mar 19 16:01:03 2024,0,6,[Range],29.300,0.100,-87.840,-0.720,1,b4w,5.000
Tue Mar 19 16:01:05 2024,0,3,[Range],29.800,-2.200,-57.960,1.800,1,b4w,74.000
Tue Mar 19 16:01:07 2024,0,5,[Range],29.800,-0.100,-78.480,0.000,1,b4w,6.000
Tue Mar 19 16:01:21 2024,0,10,[Range],29.700,0.200,-38.160,1.440,1,b4w,86.000
Tue Mar 19 16:01:22 2024,0,8,[Range],29.800,-1.000,-37.800,0.000,1,b4w,2.000
Tue Mar 19 16:01:41 2024,0,12,[Range],29.700,-3.300,-45.720,1.440,1,b4w,3.000
Tue Mar 19 16:01:53 2024,0,11,[Range],29.100,0.000,-129.240,-0.720,1,b4w,18.000
Tue Mar 19 16:02:14 2024,0,14,[Range],29.600,-4.900,-46.080,0.000,1,b4w,2.000
Tue Mar 19 16:02:26 2024,0,16,[Range],29.900,0.100,-47.880,0.360,1,b4w,16.000
Tue Mar 19 16:02:35 2024,0,15,[Range],29.900,-2.000,-56.520,0.720,1,b4w,28.000
Tue Mar 19 16:02:47 2024,0,18,[Range],29.500,0.300,-101.880,0.000,1,b4w,5.000
Tue Mar 19 16:03:04 2024,0,20,[Range],29.800,-2.100,-42.840,1.080,1,b4w,71.000
Tue Mar 19 16:03:05 2024,0,21,[Range],29.600,-4.900,-45.000,0.000,1,b4w,0.000
Tue Mar 19 16:03:17 2024,0,22,[Range],29.800,-0.200,-105.480,-0.360,1,b4w,6.000
Tue Mar 19 16:03:50 2024,0,25,[Range],29.500,0.400,-67.680,1.800,1,b4w,16.000
Tue Mar 19 16:03:52 2024,0,19,[Range],29.500,-2.200,-48.240,1.080,1,b4w,28.000
Tue Mar 19 16:04:09 2024,0,23,[Range],29.100,-1.900,-107.280,0.360,1,b4w,4.000
