time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 11:59:12 2024,0,49,[Range],69.900,1.900,-90.000,-3.240,0,b4w,4.000
Sun Mar 24 11:59:41 2024,0,119,[Range],29.800,-4.400,-43.200,0.000,1,b4w,0.000
Sun Mar 24 11:59:55 2024,0,128,[Range],69.600,0.400,-96.120,0.000,1,b4w,3.000
Sun Mar 24 11:59:59 2024,0,132,[Range],69.300,-2.800,-53.640,-1.440,1,b4w,4.000
Sun Mar 24 12:00:02 2024,0,132,[Range],29.200,-2.900,-54.720,0.000,1,b4w,4.000
Sun Mar 24 12:00:03 2024,0,131,[Range],69.900,2.600,-91.800,0.000,0,b4w,3.000
Sun Mar 24 12:00:06 2024,0,112,[Range],29.800,-3.400,-52.560,0.000,1,b4w,0.000
Sun Mar 24 12:00:07 2024,0,139,[Range],29.500,-3.100,-54.360,0.000,1,b4w,4.000
Sun Mar 24 12:00:17 2024,0,129,[Range],29.900,-2.700,-62.280,0.000,1,b4w,5.000
Sun Mar 24 12:00:52 2024,0,150,[Range],69.500,-1.200,-84.240,-1.080,1,b4w,3.000
Sun Mar 24 12:01:20 2024,0,135,[Range],29.900,-4.200,-39.600,0.000,1,b4w,3.000
Sun Mar 24 12:01:25 2024,0,113,[Range],69.500,2.500,-63.000,-2.880,0,b4w,19.000
Sun Mar 24 12:01:28 2024,0,113,[Range],29.200,1.100,-63.000,-1.080,0,b4w,25.000
Sun Mar 24 12:02:32 2024,0,138,[Range],29.800,-4.700,-46.800,0.000,1,b4w,2.000
Sun Mar 24 12:02:36 2024,0,152,[Range],69.600,-0.800,-45.360,-0.720,1,b4w,3.000
Sun Mar 24 12:02:39 2024,0,152,[Range],29.800,-1.200,-47.160,0.720,1,b4w,4.000
Sun Mar 24 12:02:41 2024,0,140,[Range],69.900,-2.300,-57.600,0.000,1,b4w,2.000
Sun Mar 24 12:02:44 2024,0,140,[Range],29.600,-3.000,-58.680,0.000,1,b4w,0.000
Sun Mar 24 12:02:46 2024,0,144,[Range],69.600,-1.000,-65.880,0.000,1,b4w,24.000
Sun Mar 24 12:02:48 2024,0,144,[Range],29.500,-1.400,-65.160,0.000,1,b4w,46.000
Sun Mar 24 12:03:00 2024,0,176,[Range],69.200,2.500,-91.440,-0.720,0,b4w,5.000
Sun Mar 24 12:03:35 2024,0,130,[Range],69.500,2.500,-88.200,0.000,0,b4w,21.000
Sun Mar 24 12:04:15 2024,0,153,[Range],69.500,2.300,-67.320,-2.520,0,b4w,30.000
Sun Mar 24 12:04:19 2024,0,133,[Range],29.500,-1.500,-82.440,-2.160,1,b4w,39.000
Sun Mar 24 12:04:39 2024,0,168,[Range],69.800,2.300,-62.640,-0.720,0,b4w,5.000
Sun Mar 24 12:04:41 2024,0,168,[Range],29.900,1.100,-62.640,-1.440,0,b4w,4.000
Sun Mar 24 12:04:54 2024,0,137,[Range],69.100,-1.100,-70.200,-3.240,1,b4w,5.000
Sun Mar 24 12:05:13 2024,0,136,[Range],68.700,-0.300,-106.200,0.000,1,b4w,2.000
Sun Mar 24 12:05:30 2024,0,173,[Range],69.500,-3.800,-41.040,-1.080,1,b4w,9.000
Sun Mar 24 12:05:33 2024,0,173,[Range],29.700,-3.700,-41.760,1.800,1,b4w,24.000
Sun Mar 24 12:05:35 2024,0,107,[Range],29.600,-4.600,-44.640,0.000,1,b4w,0.000
