time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Sun Mar 24 12:14:03 2024,0,7,[Range],68.600,2.200,-104.400,0.000,0,b4w,4.000
Sun Mar 24 12:14:16 2024,0,211,[Range],69.700,-2.900,-41.040,-0.360,1,b4w,21.000
Sun Mar 24 12:14:20 2024,0,211,[Range],29.500,-2.500,-41.400,1.080,1,b4w,37.000
Sun Mar 24 12:14:34 2024,0,213,[Range],69.500,-2.700,-60.480,0.000,1,b4w,1.000
Sun Mar 24 12:14:36 2024,0,213,[Range],29.300,-4.400,-60.840,-1.080,1,b4w,1.000
Sun Mar 24 12:14:37 2024,0,232,[Range],29.600,1.000,-91.440,-1.440,0,b4w,5.000
Sun Mar 24 12:14:46 2024,0,231,[Range],69.500,3.000,-82.800,-0.360,0,b4w,21.000
Sun Mar 24 12:14:50 2024,0,233,[Range],29.900,-1.600,-73.440,0.000,1,b4w,47.000
Sun Mar 24 12:15:01 2024,0,209,[Range],69.900,2.700,-95.760,0.000,0,b4w,7.000
Sun Mar 24 12:15:10 2024,0,230,[Range],29.800,2.100,-55.440,0.000,0,b4w,5.000
Sun Mar 24 12:15:11 2024,0,242,[Range],69.900,-1.200,-51.480,-1.080,1,b4w,22.000
