time,numErr,TrackID,Trigger,X(m),Y(m),Vx(km/h),Vy(km/h),Lane,objType,L(m)
Thu Mar 21 12:32:12 2024,0,39,[Range],69.300,-3.800,-52.200,0.000,1,b4w,1.000
Thu Mar 21 12:32:29 2024,0,45,[Range],69.400,2.000,-131.040,-2.520,0,b4w,5.000
Thu Mar 21 12:32:32 2024,0,38,[Range],69.500,-0.400,-93.960,-1.800,1,b4w,5.000
Thu Mar 21 12:32:49 2024,0,34,[Range],69.200,2.800,-65.520,-2.880,0,b4w,124.000
Thu Mar 21 12:32:56 2024,0,50,[Range],68.800,2.800,-96.480,-0.360,0,b4w,5.000
Thu Mar 21 12:33:12 2024,0,47,[Range],69.700,-1.100,-56.160,-2.520,1,b4w,32.000
Thu Mar 21 12:33:35 2024,0,48,[Range],69.200,-1.400,-56.880,-2.520,1,b4w,18.000
Thu Mar 21 12:34:17 2024,0,51,[Range],69.600,3.000,-101.520,0.000,0,b4w,0.000
Thu Mar 21 12:34:53 2024,0,56,[Range],69.500,2.100,-54.000,-2.880,0,b4w,17.000
Thu Mar 21 12:35:00 2024,0,57,[Range],69.600,-2.400,-32.040,0.000,1,b4w,2.000
Thu Mar 21 12:36:14 2024,0,61,[Range],69.700,-1.000,-82.800,0.000,1,b4w,2.000
Thu Mar 21 12:36:55 2024,0,54,[Range],68.600,-0.400,-113.040,-0.720,1,b4w,5.000
Thu Mar 21 12:37:02 2024,0,59,[Range],69.300,-1.600,-51.480,-4.680,1,b4w,91.000
Thu Mar 21 12:37:10 2024,0,64,[Range],68.900,0.500,-90.000,-0.720,0,b4w,6.000
Thu Mar 21 12:37:22 2024,0,69,[Range],69.400,2.500,-42.480,-2.520,0,b4w,21.000
Thu Mar 21 12:38:37 2024,0,65,[Range],69.700,-0.500,-39.600,-0.360,1,b4w,77.000
Thu Mar 21 12:38:55 2024,0,68,[Range],69.300,-4.300,-48.600,0.000,1,b4w,1.000
Thu Mar 21 12:39:21 2024,0,71,[Range],69.500,2.100,-89.640,-0.720,0,b4w,6.000
Thu Mar 21 12:39:29 2024,0,74,[Range],69.700,-0.600,-34.920,-0.720,1,b4w,33.000
Thu Mar 21 12:39:35 2024,0,72,[Range],68.900,2.900,-119.520,0.000,0,b4w,5.000
Thu Mar 21 12:41:06 2024,0,77,[Range],69.800,-1.200,-37.800,1.080,1,b4w,35.000
Thu Mar 21 12:41:40 2024,0,75,[Range],69.400,-3.200,-43.560,0.000,1,b4w,1.000
Thu Mar 21 12:41:47 2024,0,76,[Range],69.900,-4.000,-42.480,-1.800,1,b4w,38.000
Thu Mar 21 12:42:34 2024,0,81,[Range],69.900,0.000,-102.240,-1.080,1,b4w,8.000
Thu Mar 21 12:42:56 2024,0,78,[Range],69.500,1.800,-93.600,-1.080,0,b4w,7.000
Thu Mar 21 12:43:05 2024,0,79,[Range],69.700,-1.500,-46.440,0.360,1,b4w,1.000
Thu Mar 21 12:43:28 2024,0,73,[Range],69.400,-1.000,-42.480,-0.720,1,b4w,69.000
Thu Mar 21 12:44:05 2024,0,87,[Range],69.800,-0.900,-58.320,-2.880,1,b4w,55.000
Thu Mar 21 12:44:20 2024,0,83,[Range],69.600,1.900,-82.440,-2.880,0,b4w,5.000
Thu Mar 21 12:44:41 2024,0,85,[Range],69.600,-0.500,-68.040,-2.880,1,b4w,19.000
Thu Mar 21 12:45:37 2024,0,80,[Range],68.200,1.800,-129.600,-0.360,0,b4w,6.000
Thu Mar 21 12:47:05 2024,0,96,[Range],69.500,2.600,-101.880,0.000,0,b4w,31.000
Thu Mar 21 12:47:14 2024,0,88,[Range],69.800,-0.200,-81.720,0.000,1,b4w,7.000
Thu Mar 21 12:47:55 2024,0,89,[Range],69.600,-1.800,-52.920,-1.440,1,b4w,5.000
Thu Mar 21 12:48:18 2024,0,92,[Range],69.300,2.000,-101.160,-0.720,0,b4w,5.000
Thu Mar 21 12:48:33 2024,0,94,[Range],69.900,-1.200,-30.600,0.000,1,b4w,35.000
Thu Mar 21 12:49:19 2024,0,98,[Range],69.800,2.900,-81.720,0.000,0,b4w,3.000
Thu Mar 21 12:50:15 2024,0,90,[Range],69.200,-1.300,-54.000,-1.440,1,b4w,5.000
Thu Mar 21 12:50:26 2024,0,100,[Range],69.300,2.500,-58.680,-0.360,0,b4w,22.000
Thu Mar 21 12:50:48 2024,0,104,[Range],69.300,-0.900,-47.880,-1.080,1,b4w,6.000
Thu Mar 21 12:50:54 2024,0,99,[Range],69.900,-1.000,-55.440,-3.240,1,b4w,22.000
Thu Mar 21 12:51:09 2024,0,103,[Range],69.100,3.000,-77.040,-1.080,0,b4w,20.000
Thu Mar 21 12:52:05 2024,0,110,[Range],69.900,-3.000,-50.040,-0.720,1,b4w,21.000
Thu Mar 21 12:52:14 2024,0,97,[Range],69.600,0.100,-77.760,-0.720,1,b4w,6.000
Thu Mar 21 12:52:29 2024,0,114,[Range],69.400,-0.600,-54.360,-1.080,1,b4w,52.000
Thu Mar 21 12:52:52 2024,0,118,[Range],68.600,2.800,-104.400,-0.360,0,b4w,6.000
Thu Mar 21 12:53:02 2024,0,109,[Range],69.600,-3.600,-32.760,0.000,1,b4w,1.000
Thu Mar 21 12:54:16 2024,0,116,[Range],69.900,-2.200,-36.360,-0.360,1,b4w,19.000
Thu Mar 21 12:54:19 2024,0,129,[Range],69.500,2.100,-40.680,0.000,0,b4w,0.000
Thu Mar 21 12:54:27 2024,0,124,[Range],69.800,-0.800,-55.440,-1.800,1,b4w,5.000
Thu Mar 21 12:55:16 2024,0,131,[Range],69.900,-1.200,-53.280,-2.880,1,b4w,24.000
Thu Mar 21 12:56:07 2024,0,122,[Range],69.100,0.200,-89.640,-2.160,1,b4w,8.000
Thu Mar 21 12:57:17 2024,0,135,[Range],69.500,-0.900,-69.480,-2.880,1,b4w,54.000
Thu Mar 21 12:57:25 2024,0,137,[Range],68.900,-0.200,-82.440,-0.720,1,b4w,5.000
